ISO_code,Continent,Country/Region,Date,Susceptibles Smooth (S),Infected Smooth (I),Recovered Smooth (R),Deaths Smooth (D),Total Population (N),Total Population Without Deahts (N Alive)
ESP,Europe,Spain,2020-01-28,47332614.0,0.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-01-29,47332614.0,0.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-01-30,47332614.0,0.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-01-31,47332614.0,0.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-01,47332613.85714286,0.14285714285714285,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-02,47332613.71428572,0.2857142857142857,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-03,47332613.57142858,0.42857142857142855,0.0,0.0,47332614.00000001,47332614.00000001
ESP,Europe,Spain,2020-02-04,47332613.42857143,0.5714285714285714,0.0,0.0,47332614.00000001,47332614.00000001
ESP,Europe,Spain,2020-02-05,47332613.28571428,0.7142857142857143,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-06,47332613.14285714,0.8571428571428571,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-07,47332613.0,1.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-08,47332613.0,1.0,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-09,47332612.85714286,1.1428571428571428,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-10,47332612.71428572,1.2857142857142858,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-11,47332612.57142858,1.4285714285714286,0.0,0.0,47332614.00000001,47332614.00000001
ESP,Europe,Spain,2020-02-12,47332612.42857143,1.5714285714285714,0.0,0.0,47332614.00000001,47332614.00000001
ESP,Europe,Spain,2020-02-13,47332612.28571428,1.7142857142857142,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-14,47332612.14285714,1.8571428571428568,0.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-15,47332612.0,1.8571428571428568,0.14285714285714285,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-16,47332612.0,1.7142857142857142,0.2857142857142857,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-17,47332612.0,1.5714285714285714,0.42857142857142855,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-18,47332612.0,1.4285714285714286,0.5714285714285714,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-19,47332612.0,1.2857142857142858,0.7142857142857143,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-20,47332612.0,1.1428571428571428,0.8571428571428571,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-21,47332612.0,1.0,1.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-22,47332612.0,1.0,1.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-23,47332612.0,0.8571428571428571,1.1428571428571428,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-24,47332612.0,0.7142857142857143,1.2857142857142858,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-25,47332611.42857143,1.1428571428571428,1.4285714285714286,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-26,47332609.85714285,2.571428571428572,1.5714285714285714,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-27,47332608.0,4.285714285714286,1.7142857142857142,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-28,47332603.71428572,8.428571428571429,1.8571428571428568,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-02-29,47332597.57142858,14.428571428571427,2.0,0.0,47332614.00000001,47332614.00000001
ESP,Europe,Spain,2020-03-01,47332585.85714286,26.142857142857146,2.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-03-02,47332569.0,43.0,2.0,0.0,47332614.0,47332614.0
ESP,Europe,Spain,2020-03-03,47332546.28571428,65.57142857142857,2.0,0.14285714285714285,47332614.0,47332613.85714286
ESP,Europe,Spain,2020-03-04,47332516.42857143,95.14285714285714,2.0,0.42857142857142855,47332614.0,47332613.571428575
ESP,Europe,Spain,2020-03-05,47332481.57142857,129.57142857142858,2.0,0.8571428571428571,47332614.0,47332613.14285714
ESP,Europe,Spain,2020-03-06,47332429.0,181.42857142857144,2.0,1.5714285714285714,47332614.0,47332612.428571425
ESP,Europe,Spain,2020-03-07,47332364.0,245.0,2.0,3.0,47332614.0,47332611.0
ESP,Europe,Spain,2020-03-08,47332279.85714286,326.7142857142857,2.0,5.428571428571429,47332614.0,47332608.571428575
ESP,Europe,Spain,2020-03-09,47332143.71428572,458.8571428571428,2.0,9.428571428571429,47332614.0,47332604.571428575
ESP,Europe,Spain,2020-03-10,47331925.14285714,672.0,2.571428571428572,14.285714285714285,47332614.0,47332599.71428572
ESP,Europe,Spain,2020-03-11,47331631.57142857,956.5714285714287,4.142857142857143,21.714285714285715,47332614.0,47332592.28571428
ESP,Europe,Spain,2020-03-12,47331343.28571428,1235.5714285714287,6.0,29.142857142857146,47332614.0,47332584.85714286
ESP,Europe,Spain,2020-03-13,47330653.00000001,1903.2857142857144,10.285714285714286,47.42857142857143,47332614.0,47332566.571428575
ESP,Europe,Spain,2020-03-14,47329811.42857143,2712.285714285714,16.428571428571427,73.85714285714286,47332614.0,47332540.14285714
ESP,Europe,Spain,2020-03-15,47328793.57142857,3679.571428571429,28.142857142857146,112.71428571428572,47332614.0,47332501.28571428
ESP,Europe,Spain,2020-03-16,47327526.57142857,4884.857142857143,45.0,157.57142857142858,47332614.0,47332456.428571425
ESP,Europe,Spain,2020-03-17,47326090.42857143,6227.285714285716,67.57142857142857,228.7142857142857,47332614.00000001,47332385.28571429
ESP,Europe,Spain,2020-03-18,47324428.57142858,7778.285714285716,97.14285714285714,310.0,47332614.00000001,47332304.00000001
ESP,Europe,Spain,2020-03-19,47322187.71428571,9874.0,131.57142857142858,420.71428571428567,47332614.0,47332193.28571428
ESP,Europe,Spain,2020-03-20,47320019.42857143,11860.428571428569,183.42857142857144,550.7142857142857,47332614.0,47332063.28571428
ESP,Europe,Spain,2020-03-21,47317307.57142858,14340.142857142857,247.0,719.2857142857142,47332614.00000001,47331894.714285724
ESP,Europe,Spain,2020-03-22,47314311.85714286,17042.285714285714,328.7142857142857,931.1428571428572,47332614.0,47331682.85714286
ESP,Europe,Spain,2020-03-23,47310712.71428572,20228.0,460.8571428571428,1212.4285714285713,47332614.0,47331401.571428575
ESP,Europe,Spain,2020-03-24,47306693.14285714,23708.857142857138,674.5714285714286,1537.428571428571,47332614.0,47331076.571428575
ESP,Europe,Spain,2020-03-25,47301606.71428572,28077.142857142862,960.7142857142856,1969.4285714285716,47332614.0,47330644.571428575
ESP,Europe,Spain,2020-03-26,47295917.71428572,32980.28571428572,1241.5714285714287,2474.428571428572,47332614.0,47330139.571428575
ESP,Europe,Spain,2020-03-27,47289445.0,38196.0,1913.571428571429,3059.4285714285716,47332614.0,47329554.571428575
ESP,Europe,Spain,2020-03-28,47282607.71428571,43560.0,2728.714285714286,3717.571428571429,47332614.0,47328896.428571425
ESP,Europe,Spain,2020-03-29,47275273.14285714,49196.857142857145,3707.714285714286,4436.285714285715,47332614.0,47328177.71428572
ESP,Europe,Spain,2020-03-30,47267727.42857143,54748.285714285725,4929.857142857143,5208.428571428572,47332614.0,47327405.571428575
ESP,Europe,Spain,2020-03-31,47259722.0,60580.714285714275,6294.857142857143,6016.428571428572,47332614.0,47326597.571428575
ESP,Europe,Spain,2020-04-01,47251921.57142858,65980.57142857142,7875.428571428572,6836.428571428572,47332614.00000001,47325777.57142858
ESP,Europe,Spain,2020-04-02,47244167.42857143,70749.85714285714,10005.57142857143,7691.142857142857,47332614.00000001,47324922.857142866
ESP,Europe,Spain,2020-04-03,47236527.42857143,75485.85714285714,12043.857142857143,8556.857142857143,47332614.00000001,47324057.14285715
ESP,Europe,Spain,2020-04-04,47228965.57142858,79652.28571428571,14587.142857142857,9409.0,47332614.00000001,47323205.00000001
ESP,Europe,Spain,2020-04-05,47221603.28571428,83396.71428571429,17371.0,10243.0,47332614.0,47322371.0
ESP,Europe,Spain,2020-04-06,47214643.42857143,86235.14285714286,20688.85714285714,11046.571428571431,47332614.00000001,47321567.42857143
ESP,Europe,Spain,2020-04-07,47208069.28571429,88317.42857142858,24383.42857142857,11843.857142857143,47332614.0,47320770.14285714
ESP,Europe,Spain,2020-04-08,47201769.0,89191.14285714287,29037.857142857138,12616.0,47332614.0,47319998.0
ESP,Europe,Spain,2020-04-09,47195889.42857143,89158.28571428571,34221.857142857145,13344.428571428569,47332614.0,47319269.571428575
ESP,Europe,Spain,2020-04-10,47190307.42857143,88155.0,40109.57142857143,14042.0,47332614.00000001,47318572.00000001
ESP,Europe,Spain,2020-04-11,47185041.85714285,86575.85714285714,46288.714285714275,14707.571428571431,47332614.0,47317906.428571425
ESP,Europe,Spain,2020-04-12,47180015.42857143,84333.85714285714,52904.571428571435,15360.142857142857,47332614.00000001,47317253.857142866
ESP,Europe,Spain,2020-04-13,47175240.57142858,81704.42857142858,59678.142857142855,15990.857142857143,47332614.00000001,47316623.14285715
ESP,Europe,Spain,2020-04-14,47170869.28571428,78305.28571428571,66875.57142857142,16563.85714285714,47332614.0,47316050.14285714
ESP,Europe,Spain,2020-04-15,47166665.85714286,74968.85714285714,73856.0,17123.285714285714,47332614.0,47315490.71428572
ESP,Europe,Spain,2020-04-16,47162133.57142858,72049.14285714286,80755.42857142858,17675.85714285714,47332614.00000001,47314938.14285715
ESP,Europe,Spain,2020-04-17,47157481.28571428,69367.0,87529.71428571429,18236.0,47332614.0,47314378.0
ESP,Europe,Spain,2020-04-18,47153381.42857143,66266.14285714286,94239.42857142855,18727.0,47332614.0,47313887.0
ESP,Europe,Spain,2020-04-19,47148832.42857143,63823.42857142857,100767.71428571428,19190.428571428565,47332614.0,47313423.571428575
ESP,Europe,Spain,2020-04-20,47144530.85714286,61526.42857142857,106924.0,19632.714285714286,47332614.0,47312981.28571428
ESP,Europe,Spain,2020-04-21,47140011.28571428,59808.285714285725,112700.85714285714,20093.571428571428,47332614.0,47312520.428571425
ESP,Europe,Spain,2020-04-22,47135619.14285715,58242.42857142857,118229.0,20523.428571428565,47332614.0,47312090.571428575
ESP,Europe,Spain,2020-04-23,47131608.28571429,56696.142857142855,123380.14285714286,20929.428571428565,47332614.0,47311684.571428575
ESP,Europe,Spain,2020-04-24,47128438.99999999,54620.714285714275,128264.57142857145,21289.714285714286,47332614.0,47311324.28571428
ESP,Europe,Spain,2020-04-25,47124980.0,53071.285714285725,132864.57142857142,21698.14285714286,47332614.0,47310915.85714286
ESP,Europe,Spain,2020-04-26,47122266.57142858,51019.857142857145,137238.42857142858,22089.142857142862,47332614.00000001,47310524.857142866
ESP,Europe,Spain,2020-04-27,47119511.0,49250.0,141382.57142857142,22470.42857142857,47332614.0,47310143.571428575
ESP,Europe,Spain,2020-04-28,47117135.42857143,47464.428571428565,145180.85714285713,22833.285714285717,47332614.0,47309780.71428572
ESP,Europe,Spain,2020-04-29,47115055.14285714,45535.285714285725,148824.85714285713,23198.714285714286,47332614.0,47309415.28571428
ESP,Europe,Spain,2020-04-30,47113562.99999999,42706.857142857145,152804.57142857142,23539.571428571428,47332614.0,47309074.428571425
ESP,Europe,Spain,2020-05-01,47111816.42857143,40072.857142857145,156896.7142857143,23828.0,47332614.00000001,47308786.00000001
ESP,Europe,Spain,2020-05-02,47110291.14285714,37675.28571428572,160505.57142857142,24142.0,47332614.0,47308472.0
ESP,Europe,Spain,2020-05-03,47108886.57142858,34698.0,164591.14285714287,24438.285714285717,47332614.00000001,47308175.714285724
ESP,Europe,Spain,2020-05-04,47107665.71428572,31787.142857142862,168450.42857142858,24710.714285714286,47332614.0,47307903.28571428
ESP,Europe,Spain,2020-05-05,47106443.42857143,28694.857142857138,172509.14285714287,24966.571428571428,47332614.00000001,47307647.42857143
ESP,Europe,Spain,2020-05-06,47105385.14285714,25564.857142857138,176471.42857142858,25192.571428571428,47332614.0,47307421.428571425
ESP,Europe,Spain,2020-05-07,47104240.57142858,22886.42857142857,180076.2857142857,25410.714285714286,47332614.00000001,47307203.28571429
ESP,Europe,Spain,2020-05-08,47103149.0,20918.14285714286,182885.2857142857,25661.571428571428,47332614.0,47306952.428571425
ESP,Europe,Spain,2020-05-09,47102149.57142858,18670.14285714286,185935.85714285716,25858.42857142857,47332614.00000001,47306755.57142858
ESP,Europe,Spain,2020-05-10,47101166.14285715,17137.285714285714,188258.2857142857,26052.285714285717,47332614.0,47306561.71428572
ESP,Europe,Spain,2020-05-11,47099819.71428572,15921.428571428569,190632.57142857145,26240.285714285717,47332614.0,47306373.71428572
ESP,Europe,Spain,2020-05-12,47098576.71428572,14965.0,192645.2857142857,26427.0,47332614.0,47306187.0
ESP,Europe,Spain,2020-05-13,47097381.57142858,14267.142857142857,194360.1428571429,26605.142857142862,47332614.00000001,47306008.857142866
ESP,Europe,Spain,2020-05-14,47096225.42857143,14093.285714285714,195511.42857142855,26783.857142857138,47332614.0,47305830.14285714
ESP,Europe,Spain,2020-05-15,47095178.85714285,13516.0,196969.57142857145,26949.571428571428,47332614.0,47305664.428571425
ESP,Europe,Spain,2020-05-16,47094161.71428571,13166.857142857143,198180.85714285716,27104.571428571428,47332614.0,47305509.428571425
ESP,Europe,Spain,2020-05-17,47093254.85714286,12830.857142857143,199289.1428571429,27239.142857142862,47332614.0,47305374.85714286
ESP,Europe,Spain,2020-05-18,47092659.14285714,12340.285714285714,200237.57142857145,27377.0,47332614.0,47305237.0
ESP,Europe,Spain,2020-05-19,47092086.71428571,11823.714285714286,201204.0,27499.571428571428,47332614.0,47305114.428571425
ESP,Europe,Spain,2020-05-20,47091534.71428572,11431.428571428569,202036.2857142857,27611.571428571428,47332614.0,47305002.428571425
ESP,Europe,Spain,2020-05-21,47091035.14285714,10916.142857142857,202962.7142857143,27700.0,47332614.0,47304914.0
ESP,Europe,Spain,2020-05-22,47090372.14285715,10571.42857142857,203803.42857142855,27867.0,47332614.0,47304747.0
ESP,Europe,Spain,2020-05-23,47089716.14285714,10265.57142857143,204606.0,28026.285714285717,47332614.0,47304587.71428572
ESP,Europe,Spain,2020-05-24,47088991.28571428,10031.0,205395.57142857145,28196.142857142862,47332614.0,47304417.85714286
ESP,Europe,Spain,2020-05-25,47088396.14285714,9318.714285714286,206554.0,28345.142857142862,47332614.0,47304268.85714286
ESP,Europe,Spain,2020-05-26,47087739.85714286,8739.142857142857,207610.2857142857,28524.714285714286,47332614.0,47304089.28571428
ESP,Europe,Spain,2020-05-27,47087157.57142857,8140.571428571428,208627.2857142857,28688.571428571428,47332614.0,47303925.428571425
ESP,Europe,Spain,2020-05-28,47086408.85714286,7755.142857142857,209604.7142857143,28845.285714285717,47332614.0,47303768.71428572
ESP,Europe,Spain,2020-05-29,47085821.42857143,7403.0,210485.57142857145,28904.0,47332614.00000001,47303710.00000001
ESP,Europe,Spain,2020-05-30,47085205.71428572,7104.428571428572,211347.7142857143,28956.142857142862,47332614.0,47303657.85714286
ESP,Europe,Spain,2020-05-31,47084623.0,6873.0,212120.0,28998.0,47332614.0,47303616.0
ESP,Europe,Spain,2020-06-01,47084017.57142857,6978.714285714284,212577.85714285716,29039.857142857138,47332614.0,47303574.14285714
ESP,Europe,Spain,2020-06-02,47083492.85714286,7052.142857142857,213027.7142857143,29041.285714285717,47332614.0,47303572.71428572
ESP,Europe,Spain,2020-06-03,47082911.85714285,7191.571428571428,213467.7142857143,29042.857142857138,47332614.0,47303571.14285714
ESP,Europe,Spain,2020-06-04,47082518.42857143,7171.857142857143,213878.85714285716,29044.857142857138,47332614.00000001,47303569.14285715
ESP,Europe,Spain,2020-06-05,47082173.57142857,7018.857142857143,214374.85714285716,29046.714285714286,47332614.0,47303567.28571428
ESP,Europe,Spain,2020-06-06,47081876.14285714,6818.142857142857,214871.57142857145,29048.142857142862,47332614.0,47303565.85714286
ESP,Europe,Spain,2020-06-07,47081580.28571428,6557.714285714284,215426.57142857145,29049.42857142857,47332614.0,47303564.571428575
ESP,Europe,Spain,2020-06-08,47081283.28571428,6407.285714285716,215872.7142857143,29050.714285714286,47332614.0,47303563.28571428
ESP,Europe,Spain,2020-06-09,47080992.71428572,6219.857142857143,216349.42857142855,29052.0,47332614.0,47303562.0
ESP,Europe,Spain,2020-06-10,47080713.57142858,6079.428571428572,216767.85714285716,29053.142857142862,47332614.00000001,47303560.857142866
ESP,Europe,Spain,2020-06-11,47080421.14285714,5779.428571428572,217359.85714285716,29053.571428571428,47332614.0,47303560.428571425
ESP,Europe,Spain,2020-06-12,47080102.42857143,5569.142857142857,217888.57142857145,29053.857142857138,47332614.00000001,47303560.14285715
ESP,Europe,Spain,2020-06-13,47079774.57142858,5333.285714285715,218452.1428571429,29054.0,47332614.00000001,47303560.00000001
ESP,Europe,Spain,2020-06-14,47079434.85714286,5132.142857142857,218993.0,29054.0,47332614.0,47303560.0
ESP,Europe,Spain,2020-06-15,47079093.14285714,4910.285714285715,219556.57142857145,29054.0,47332614.0,47303560.0
ESP,Europe,Spain,2020-06-16,47078755.71428572,4724.428571428572,220079.85714285716,29054.0,47332614.0,47303560.0
ESP,Europe,Spain,2020-06-17,47078412.42857143,4488.285714285715,220659.2857142857,29054.0,47332614.0,47303560.0
ESP,Europe,Spain,2020-06-18,47078046.57142857,4462.714285714285,221050.7142857143,29054.0,47332614.0,47303560.0
ESP,Europe,Spain,2020-06-19,47077708.57142858,4289.285714285715,221393.7142857143,29222.42857142857,47332614.00000001,47303391.57142858
ESP,Europe,Spain,2020-06-20,47077375.28571428,4157.142857142857,221689.7142857143,29391.857142857138,47332614.0,47303222.14285714
ESP,Europe,Spain,2020-06-21,47077040.42857143,4027.857142857143,221984.2857142857,29561.42857142857,47332614.0,47303052.571428575
ESP,Europe,Spain,2020-06-22,47076698.28571428,3904.571428571429,222280.0,29731.142857142862,47332614.0,47302882.85714286
ESP,Europe,Spain,2020-06-23,47076352.0,3791.714285714286,222569.2857142857,29901.0,47332614.0,47302713.0
ESP,Europe,Spain,2020-06-24,47076008.71428572,3686.857142857143,222847.2857142857,30071.142857142862,47332614.0,47302542.85714286
ESP,Europe,Spain,2020-06-25,47075691.85714286,3541.142857142857,223139.2857142857,30241.714285714286,47332614.0,47302372.28571428
ESP,Europe,Spain,2020-06-26,47075359.0,3552.285714285714,223457.7142857143,30245.0,47332614.0,47302369.0
ESP,Europe,Spain,2020-06-27,47074997.42857143,3583.4285714285716,223785.42857142855,30247.714285714286,47332614.0,47302366.28571428
ESP,Europe,Spain,2020-06-28,47074640.57142857,3597.714285714286,224125.1428571429,30250.571428571428,47332614.0,47302363.428571425
ESP,Europe,Spain,2020-06-29,47074288.28571428,3605.142857142857,224466.85714285716,30253.714285714286,47332614.0,47302360.28571428
ESP,Europe,Spain,2020-06-30,47073928.42857143,3623.285714285714,224804.2857142857,30258.0,47332614.0,47302356.0
ESP,Europe,Spain,2020-07-01,47073560.85714286,3642.285714285714,225147.57142857145,30263.285714285717,47332614.0,47302350.71428572
ESP,Europe,Spain,2020-07-02,47073187.0,3644.857142857143,225513.42857142855,30268.714285714286,47332614.0,47302345.28571428
ESP,Europe,Spain,2020-07-03,47072809.85714286,3845.714285714286,225683.0,30275.42857142857,47332614.0,47302338.571428575
ESP,Europe,Spain,2020-07-04,47072513.28571428,3972.142857142857,225846.85714285716,30281.714285714286,47332614.0,47302332.28571428
ESP,Europe,Spain,2020-07-05,47072259.71428572,4054.4285714285716,226012.1428571429,30287.714285714286,47332614.0,47302326.28571428
ESP,Europe,Spain,2020-07-06,47071856.99999999,4278.714285714285,226184.57142857145,30293.714285714286,47332614.0,47302320.28571428
ESP,Europe,Spain,2020-07-07,47071448.57142858,4505.428571428572,226361.0,30299.0,47332614.00000001,47302315.00000001
ESP,Europe,Spain,2020-07-08,47071040.85714286,4735.428571428572,226534.1428571429,30303.571428571428,47332614.0,47302310.428571425
ESP,Europe,Spain,2020-07-09,47070619.00000001,5006.285714285715,226680.42857142855,30308.285714285717,47332614.0,47302305.71428572
ESP,Europe,Spain,2020-07-10,47070138.57142857,5154.571428571428,227010.0,30310.857142857138,47332614.0,47302303.14285714
ESP,Europe,Spain,2020-07-11,47069658.14285714,5273.571428571428,227368.85714285716,30313.42857142857,47332614.0,47302300.571428575
ESP,Europe,Spain,2020-07-12,47069177.71428572,5397.428571428572,227722.85714285716,30316.0,47332614.0,47302298.0
ESP,Europe,Spain,2020-07-13,47068582.85714285,5640.571428571428,228072.0,30318.571428571428,47332614.0,47302295.428571425
ESP,Europe,Spain,2020-07-14,47067941.57142857,5923.857142857143,228427.57142857145,30321.0,47332614.0,47302293.0
ESP,Europe,Spain,2020-07-15,47067230.0,6270.714285714284,228789.85714285716,30323.42857142857,47332614.0,47302290.571428575
ESP,Europe,Spain,2020-07-16,47066401.57142857,6728.571428571428,229158.2857142857,30325.571428571428,47332614.0,47302288.428571425
ESP,Europe,Spain,2020-07-17,47065494.85714286,7262.428571428572,229528.7142857143,30328.0,47332614.0,47302286.0
ESP,Europe,Spain,2020-07-18,47064588.14285715,7876.428571428572,229819.0,30330.42857142857,47332614.0,47302283.571428575
ESP,Europe,Spain,2020-07-19,47063681.42857143,8533.142857142857,230066.57142857145,30332.857142857138,47332614.00000001,47302281.14285715
ESP,Europe,Spain,2020-07-20,47062412.42857143,9403.142857142857,230463.2857142857,30335.142857142862,47332614.0,47302278.85714286
ESP,Europe,Spain,2020-07-21,47061044.57142858,10365.714285714286,230866.42857142855,30337.285714285717,47332614.00000001,47302276.714285724
ESP,Europe,Spain,2020-07-22,47059607.85714286,11397.428571428569,231269.57142857145,30339.142857142862,47332614.0,47302274.85714286
ESP,Europe,Spain,2020-07-23,47057992.0,12594.285714285714,231686.7142857143,30341.0,47332614.0,47302273.0
ESP,Europe,Spain,2020-07-24,47056253.99999999,13852.714285714286,232164.57142857145,30342.714285714286,47332614.0,47302271.28571428
ESP,Europe,Spain,2020-07-25,47054516.00000001,15111.142857142857,232642.42857142855,30344.42857142857,47332614.0,47302269.571428575
ESP,Europe,Spain,2020-07-26,47052778.0,16369.571428571431,233120.2857142857,30346.142857142862,47332614.0,47302267.85714286
ESP,Europe,Spain,2020-07-27,47050785.71428571,17767.85714285714,233712.57142857145,30347.857142857138,47332614.0,47302266.14285714
ESP,Europe,Spain,2020-07-28,47048726.28571428,19186.714285714286,234351.42857142855,30349.571428571428,47332614.0,47302264.428571425
ESP,Europe,Spain,2020-07-29,47046570.57142857,20631.14285714286,235060.57142857145,30351.714285714286,47332614.0,47302262.28571428
ESP,Europe,Spain,2020-07-30,47044390.0,21983.428571428565,235886.85714285716,30353.714285714286,47332614.0,47302260.28571428
ESP,Europe,Spain,2020-07-31,47042089.85714286,23377.42857142857,236791.1428571429,30355.571428571428,47332614.0,47302258.428571425
ESP,Europe,Spain,2020-08-01,47039789.71428573,24771.42857142857,237695.42857142855,30357.42857142857,47332614.00000001,47302256.57142858
ESP,Europe,Spain,2020-08-02,47037489.57142858,26165.42857142857,238599.7142857143,30359.285714285717,47332614.00000001,47302254.714285724
ESP,Europe,Spain,2020-08-03,47034879.28571428,27503.571428571428,239866.42857142855,30364.714285714286,47332614.0,47302249.28571428
ESP,Europe,Spain,2020-08-04,47031707.28571428,29301.0,241232.1428571429,30373.571428571428,47332614.0,47302240.428571425
ESP,Europe,Spain,2020-08-05,47028403.57142857,31161.571428571428,242667.0,30381.857142857138,47332614.0,47302232.14285714
ESP,Europe,Spain,2020-08-06,47024914.28571428,33028.71428571428,244281.0,30390.0,47332614.0,47302224.0
ESP,Europe,Spain,2020-08-07,47021222.85714286,34975.57142857143,246017.2857142857,30398.285714285717,47332614.0,47302215.71428572
ESP,Europe,Spain,2020-08-08,47017531.42857143,36922.42857142857,247753.57142857145,30406.571428571428,47332614.00000001,47302207.42857143
ESP,Europe,Spain,2020-08-09,47013840.0,38869.28571428572,249489.85714285716,30414.857142857138,47332614.0,47302199.14285714
ESP,Europe,Spain,2020-08-10,47010136.28571428,40567.57142857143,251480.42857142855,30429.714285714286,47332614.0,47302184.28571428
ESP,Europe,Spain,2020-08-11,47006736.57142857,41897.71428571428,253538.1428571429,30441.571428571428,47332614.0,47302172.428571425
ESP,Europe,Spain,2020-08-12,47003305.57142858,43163.42857142857,255691.7142857143,30453.285714285717,47332614.00000001,47302160.714285724
ESP,Europe,Spain,2020-08-13,46999380.0,44895.142857142855,257870.2857142857,30468.571428571428,47332614.0,47302145.428571425
ESP,Europe,Spain,2020-08-14,46995315.57142857,46644.714285714275,260168.57142857145,30485.142857142862,47332614.0,47302128.85714286
ESP,Europe,Spain,2020-08-15,46991251.14285714,48394.285714285725,262466.85714285716,30501.714285714286,47332614.0,47302112.28571428
ESP,Europe,Spain,2020-08-16,46987186.71428572,50143.857142857145,264765.14285714284,30518.285714285717,47332614.0,47302095.71428572
