ISO_code,Continent,Country/Region,Date,Total Confirmed Original,New Confirmed,New Confirmed Smooth (7 days),Total Confirmed Fixed (sum New Confirmed),Total Alive Confirmed Fixed (sum New Confirmed - Total Deaths),Accumulated Alive Confirmed in 14 days,Accumulated Alive Confirmed Smooth in 14 days
ESP,Europe,Spain,2020-01-28,0,0,0.0,0,0,0,0.0
ESP,Europe,Spain,2020-01-29,0,0,0.0,0,0,0,0.0
ESP,Europe,Spain,2020-01-30,0,0,0.0,0,0,0,0.0
ESP,Europe,Spain,2020-01-31,0,0,0.0,0,0,0,0.0
ESP,Europe,Spain,2020-02-01,1,1,0.14285714285714285,1,1,1,0.14285714285714285
ESP,Europe,Spain,2020-02-02,1,0,0.14285714285714285,1,1,1,0.2857142857142857
ESP,Europe,Spain,2020-02-03,1,0,0.14285714285714285,1,1,1,0.42857142857142855
ESP,Europe,Spain,2020-02-04,1,0,0.14285714285714285,1,1,1,0.5714285714285714
ESP,Europe,Spain,2020-02-05,1,0,0.14285714285714285,1,1,1,0.7142857142857143
ESP,Europe,Spain,2020-02-06,1,0,0.14285714285714285,1,1,1,0.8571428571428571
ESP,Europe,Spain,2020-02-07,1,0,0.14285714285714285,1,1,1,1.0
ESP,Europe,Spain,2020-02-08,1,0,0.0,1,1,1,1.0
ESP,Europe,Spain,2020-02-09,2,1,0.14285714285714285,2,2,2,1.1428571428571428
ESP,Europe,Spain,2020-02-10,2,0,0.14285714285714285,2,2,2,1.2857142857142858
ESP,Europe,Spain,2020-02-11,2,0,0.14285714285714285,2,2,2,1.4285714285714286
ESP,Europe,Spain,2020-02-12,2,0,0.14285714285714285,2,2,2,1.5714285714285714
ESP,Europe,Spain,2020-02-13,2,0,0.14285714285714285,2,2,2,1.7142857142857142
ESP,Europe,Spain,2020-02-14,2,0,0.14285714285714285,2,2,2,1.8571428571428572
ESP,Europe,Spain,2020-02-15,2,0,0.14285714285714285,2,2,1,1.8571428571428572
ESP,Europe,Spain,2020-02-16,2,0,0.0,2,2,1,1.7142857142857142
ESP,Europe,Spain,2020-02-17,2,0,0.0,2,2,1,1.5714285714285714
ESP,Europe,Spain,2020-02-18,2,0,0.0,2,2,1,1.4285714285714286
ESP,Europe,Spain,2020-02-19,2,0,0.0,2,2,1,1.2857142857142858
ESP,Europe,Spain,2020-02-20,2,0,0.0,2,2,1,1.1428571428571428
ESP,Europe,Spain,2020-02-21,2,0,0.0,2,2,1,1.0
ESP,Europe,Spain,2020-02-22,2,0,0.0,2,2,1,1.0
ESP,Europe,Spain,2020-02-23,2,0,0.0,2,2,0,0.8571428571428571
ESP,Europe,Spain,2020-02-24,2,0,0.0,2,2,0,0.7142857142857143
ESP,Europe,Spain,2020-02-25,6,4,0.5714285714285714,6,6,4,1.1428571428571428
ESP,Europe,Spain,2020-02-26,13,7,1.5714285714285714,13,13,11,2.5714285714285716
ESP,Europe,Spain,2020-02-27,15,2,1.8571428571428572,15,15,13,4.285714285714286
ESP,Europe,Spain,2020-02-28,32,17,4.285714285714286,32,32,30,8.428571428571429
ESP,Europe,Spain,2020-02-29,45,13,6.142857142857143,45,45,43,14.428571428571429
ESP,Europe,Spain,2020-03-01,84,39,11.714285714285714,84,84,82,26.142857142857142
ESP,Europe,Spain,2020-03-02,120,36,16.857142857142858,120,120,118,43.0
ESP,Europe,Spain,2020-03-03,165,45,22.714285714285715,165,164,162,65.57142857142857
ESP,Europe,Spain,2020-03-04,222,57,29.857142857142858,222,220,218,95.14285714285714
ESP,Europe,Spain,2020-03-05,259,37,34.857142857142854,259,256,254,129.57142857142858
ESP,Europe,Spain,2020-03-06,400,141,52.57142857142857,400,395,393,181.42857142857142
ESP,Europe,Spain,2020-03-07,500,100,65.0,500,490,488,245.0
ESP,Europe,Spain,2020-03-08,673,173,84.14285714285714,673,656,654,326.7142857142857
ESP,Europe,Spain,2020-03-09,1073,400,136.14285714285714,1073,1045,1043,458.85714285714283
ESP,Europe,Spain,2020-03-10,1695,622,218.57142857142858,1695,1660,1654,672.0
ESP,Europe,Spain,2020-03-11,2277,582,293.57142857142856,2277,2223,2210,956.5714285714286
ESP,Europe,Spain,2020-03-12,2277,0,288.2857142857143,2277,2222,2207,1235.5714285714287
ESP,Europe,Spain,2020-03-13,5232,2955,690.2857142857143,5232,5099,5067,1903.2857142857142
ESP,Europe,Spain,2020-03-14,6391,1159,841.5714285714286,6391,6196,6151,2712.285714285714
ESP,Europe,Spain,2020-03-15,7798,1407,1017.8571428571429,7798,7509,7425,3679.5714285714284
ESP,Europe,Spain,2020-03-16,9942,2144,1267.0,9942,9600,9480,4884.857142857143
ESP,Europe,Spain,2020-03-17,11748,1806,1436.142857142857,11748,11215,11051,6227.285714285715
ESP,Europe,Spain,2020-03-18,13910,2162,1661.857142857143,13910,13287,13067,7778.285714285715
ESP,Europe,Spain,2020-03-19,17963,4053,2240.8571428571427,17963,17133,16877,9874.0
ESP,Europe,Spain,2020-03-20,20410,2447,2168.285714285714,20410,19367,18972,11860.42857142857
ESP,Europe,Spain,2020-03-21,25374,4964,2711.8571428571427,25374,23999,23509,14340.142857142857
ESP,Europe,Spain,2020-03-22,28768,3394,2995.714285714286,28768,26996,26340,17042.285714285714
ESP,Europe,Spain,2020-03-23,35136,6368,3599.1428571428573,35136,32825,31780,20228.0
ESP,Europe,Spain,2020-03-24,39885,4749,4019.5714285714284,39885,37077,35417,23708.85714285714
ESP,Europe,Spain,2020-03-25,49515,9630,5086.428571428572,49515,45868,43645,28077.14285714286
ESP,Europe,Spain,2020-03-26,57786,8271,5689.0,57786,53421,51199,32980.28571428572
ESP,Europe,Spain,2020-03-27,65719,7933,6472.714285714285,65719,60581,55482,38196.0
ESP,Europe,Spain,2020-03-28,73235,7516,6837.285714285715,73235,67253,61057,43560.0
ESP,Europe,Spain,2020-03-29,80110,6875,7334.571428571428,80110,73307,65798,49196.857142857145
ESP,Europe,Spain,2020-03-30,87956,7846,7545.714285714285,87956,80240,70640,54748.28571428572
ESP,Europe,Spain,2020-03-31,95923,7967,8005.428571428572,95923,87459,76244,60580.71428571428
ESP,Europe,Spain,2020-04-01,104118,8195,7800.428571428572,104118,94731,81444,65980.57142857143
ESP,Europe,Spain,2020-04-02,112065,7947,7754.142857142857,112065,101717,84584,70749.85714285714
ESP,Europe,Spain,2020-04-03,119199,7134,7640.0,119199,108001,88634,75485.85714285714
ESP,Europe,Spain,2020-04-04,126168,6969,7561.857142857143,126168,114221,90222,79652.28571428571
ESP,Europe,Spain,2020-04-05,131646,5478,7362.285714285715,131646,119005,92009,83396.71428571429
ESP,Europe,Spain,2020-04-06,136675,5029,6959.857142857143,136675,123334,90509,86235.14285714286
ESP,Europe,Spain,2020-04-07,141942,5267,6574.142857142857,141942,127897,90820,88317.42857142857
ESP,Europe,Spain,2020-04-08,148220,6278,6300.285714285715,148220,133428,87560,89191.14285714286
ESP,Europe,Spain,2020-04-09,153222,5002,5879.571428571428,153222,137775,84354,89158.28571428571
ESP,Europe,Spain,2020-04-10,158273,5051,5582.0,158273,142192,81611,88155.0
ESP,Europe,Spain,2020-04-11,163027,4754,5265.571428571428,163027,146421,79168,86575.85714285714
ESP,Europe,Spain,2020-04-12,166831,3804,5026.428571428572,166831,149622,76315,84333.85714285714
ESP,Europe,Spain,2020-04-13,170099,3268,4774.857142857143,170099,152343,72103,81704.42857142857
ESP,Europe,Spain,2020-04-14,172541,2442,4371.285714285715,172541,154485,67026,78305.28571428571
ESP,Europe,Spain,2020-04-15,177644,5103,4203.428571428572,177644,158936,64205,74968.85714285714
ESP,Europe,Spain,2020-04-16,184948,7304,4532.285714285715,184948,165633,63916,72049.14285714286
ESP,Europe,Spain,2020-04-17,190839,5891,4652.285714285715,190839,170837,62836,69367.0
ESP,Europe,Spain,2020-04-18,191726,887,4099.857142857143,191726,171683,57462,66266.14285714286
ESP,Europe,Spain,2020-04-19,198674,6948,4549.0,198674,178221,59216,63823.42857142857
ESP,Europe,Spain,2020-04-20,200210,1536,4301.571428571428,200210,179358,56024,61526.42857142857
ESP,Europe,Spain,2020-04-21,204178,3968,4519.571428571428,204178,182896,54999,59808.28571428572
ESP,Europe,Spain,2020-04-22,208389,4211,4392.142857142857,208389,186672,53244,58242.42857142857
ESP,Europe,Spain,2020-04-23,213024,4635,4010.8571428571427,213024,190867,53092,56696.142857142855
ESP,Europe,Spain,2020-04-24,202990,0,3169.285714285714,213024,190500,48308,54620.71428571428
ESP,Europe,Spain,2020-04-25,205905,2915,3459.0,215939,193037,46616,53071.28571428572
ESP,Europe,Spain,2020-04-26,207634,1729,2713.4285714285716,217668,194478,44856,51019.857142857145
ESP,Europe,Spain,2020-04-27,209465,1831,2755.5714285714284,219499,195978,43635,49250.0
ESP,Europe,Spain,2020-04-28,210773,1308,2375.5714285714284,220807,196985,42500,47464.42857142857
ESP,Europe,Spain,2020-04-29,212917,2144,2080.285714285714,222951,198676,39740,45535.28571428572
ESP,Europe,Spain,2020-04-30,213435,518,1492.142857142857,223469,198926,33293,42706.857142857145
ESP,Europe,Spain,2020-05-01,215216,1781,1746.5714285714287,225250,200707,29870,40072.857142857145
ESP,Europe,Spain,2020-05-02,216582,1366,1525.2857142857142,226616,201516,29833,37675.28571428572
ESP,Europe,Spain,2020-05-03,217466,884,1404.5714285714287,227500,202236,24015,34698.0
ESP,Europe,Spain,2020-05-04,218011,545,1220.857142857143,228045,202617,23259,31787.14285714286
ESP,Europe,Spain,2020-05-05,219329,1318,1222.2857142857142,229363,203750,20854,28694.85714285714
ESP,Europe,Spain,2020-05-06,220325,996,1058.2857142857142,230359,204502,17830,25564.85714285714
ESP,Europe,Spain,2020-05-07,221447,1122,1144.5714285714287,231481,205411,14544,22886.428571428572
ESP,Europe,Spain,2020-05-08,222857,1410,1091.5714285714287,232891,206592,16092,20918.14285714286
ESP,Europe,Spain,2020-05-09,223578,721,999.4285714285714,233612,207134,14097,18670.14285714286
ESP,Europe,Spain,2020-05-10,224350,772,983.4285714285714,234384,207763,13285,17137.285714285714
ESP,Europe,Spain,2020-05-11,227436,3086,1346.4285714285713,237470,210726,14748,15921.42857142857
ESP,Europe,Spain,2020-05-12,228030,594,1243.0,238064,211144,14159,14965.0
ESP,Europe,Spain,2020-05-13,228691,661,1195.142857142857,238725,211621,12945,14267.142857142857
ESP,Europe,Spain,2020-05-14,229540,849,1156.142857142857,239574,212253,13327,14093.285714285714
ESP,Europe,Spain,2020-05-15,230183,643,1046.5714285714287,240217,212758,12051,13516.0
ESP,Europe,Spain,2020-05-16,230698,515,1017.1428571428571,240732,213169,11653,13166.857142857143
ESP,Europe,Spain,2020-05-17,230698,0,906.8571428571429,240732,213169,10933,12830.857142857143
ESP,Europe,Spain,2020-05-18,231606,908,595.7142857142857,241640,213931,11314,12340.285714285714
ESP,Europe,Spain,2020-05-19,232037,431,572.4285714285714,242071,214293,10543,11823.714285714286
ESP,Europe,Spain,2020-05-20,232555,518,552.0,242589,214701,10199,11431.42857142857
ESP,Europe,Spain,2020-05-21,233037,482,499.57142857142856,243071,215131,9720,10916.142857142857
ESP,Europe,Spain,2020-05-22,234824,1787,663.0,244858,216230,9638,10571.42857142857
ESP,Europe,Spain,2020-05-23,235290,466,656.0,245324,216646,9512,10265.57142857143
ESP,Europe,Spain,2020-05-24,235772,482,724.8571428571429,245806,217054,9291,10031.0
ESP,Europe,Spain,2020-05-25,235400,0,595.1428571428571,245806,217054,6328,9318.714285714286
ESP,Europe,Spain,2020-05-26,236259,859,656.2857142857143,246665,217630,6486,8739.142857142857
ESP,Europe,Spain,2020-05-27,236259,0,582.2857142857143,246665,217630,6009,8140.571428571428
ESP,Europe,Spain,2020-05-28,237906,1647,748.7142857142857,248312,219275,7022,7755.142857142857
ESP,Europe,Spain,2020-05-29,238564,658,587.4285714285714,248970,219931,7173,7403.0
ESP,Europe,Spain,2020-05-30,239228,664,615.7142857142857,249634,220591,7422,7104.428571428572
ESP,Europe,Spain,2020-05-31,239479,251,582.7142857142857,249885,220840,7671,6873.0
ESP,Europe,Spain,2020-06-01,239638,159,605.4285714285714,250044,220999,7068,6978.714285714285
ESP,Europe,Spain,2020-06-02,239932,294,524.7142857142857,250338,221293,7000,7052.142857142857
ESP,Europe,Spain,2020-06-03,240326,394,581.0,250732,221686,6985,7191.571428571428
ESP,Europe,Spain,2020-06-04,240660,334,393.42857142857144,251066,222015,6884,7171.857142857143
ESP,Europe,Spain,2020-06-05,240978,318,344.85714285714283,251384,222332,6102,7018.857142857143
ESP,Europe,Spain,2020-06-06,241310,332,297.42857142857144,251716,222663,6017,6818.142857142857
ESP,Europe,Spain,2020-06-07,241550,240,295.85714285714283,251956,222902,5848,6557.714285714285
ESP,Europe,Spain,2020-06-08,241717,167,297.0,252123,223069,6015,6407.285714285715
ESP,Europe,Spain,2020-06-09,241966,249,290.57142857142856,252372,223318,5688,6219.857142857143
ESP,Europe,Spain,2020-06-10,242280,314,279.14285714285717,252686,223632,6002,6079.428571428572
ESP,Europe,Spain,2020-06-11,242707,427,292.42857142857144,253113,224059,4784,5779.428571428572
ESP,Europe,Spain,2020-06-12,243209,502,318.7142857142857,253615,224561,4630,5569.142857142857
ESP,Europe,Spain,2020-06-13,243605,396,327.85714285714283,254011,224957,4366,5333.285714285715
ESP,Europe,Spain,2020-06-14,243928,323,339.7142857142857,254334,225280,4440,5132.142857142857
ESP,Europe,Spain,2020-06-15,244109,181,341.7142857142857,254515,225461,4462,4910.285714285715
ESP,Europe,Spain,2020-06-16,244328,219,337.42857142857144,254734,225680,4387,4724.428571428572
ESP,Europe,Spain,2020-06-17,244683,355,343.2857142857143,255089,226035,4349,4488.285714285715
ESP,Europe,Spain,2020-06-18,245268,585,365.85714285714283,255674,226620,4605,4462.714285714285
ESP,Europe,Spain,2020-06-19,245575,307,338.0,255981,225748,3416,4289.285714285715
ESP,Europe,Spain,2020-06-20,245938,363,333.2857142857143,256344,226104,3441,4157.142857142857
ESP,Europe,Spain,2020-06-21,246272,334,334.85714285714283,256678,226437,3535,4027.8571428571427
ESP,Europe,Spain,2020-06-22,246504,232,342.14285714285717,256910,226668,3599,3904.5714285714284
ESP,Europe,Spain,2020-06-23,246752,248,346.2857142857143,257158,226915,3597,3791.714285714286
ESP,Europe,Spain,2020-06-24,247086,334,343.2857142857143,257492,227247,3615,3686.8571428571427
ESP,Europe,Spain,2020-06-25,247486,400,316.85714285714283,257892,227644,3585,3541.1428571428573
ESP,Europe,Spain,2020-06-26,247905,419,332.85714285714283,258311,228055,3494,3552.285714285714
ESP,Europe,Spain,2020-06-27,248469,564,361.57142857142856,258875,228616,3659,3583.4285714285716
ESP,Europe,Spain,2020-06-28,248770,301,356.85714285714283,259176,228915,3635,3597.714285714286
ESP,Europe,Spain,2020-06-29,248970,200,352.2857142857143,259376,229112,3651,3605.1428571428573
ESP,Europe,Spain,2020-06-30,249271,301,359.85714285714283,259677,229404,3724,3623.285714285714
ESP,Europe,Spain,2020-07-01,249659,388,367.57142857142856,260065,229783,3748,3642.285714285714
ESP,Europe,Spain,2020-07-02,250103,444,373.85714285714283,260509,230223,3603,3644.8571428571427
ESP,Europe,Spain,2020-07-03,250545,442,377.14285714285717,260951,230648,4900,3845.714285714286
ESP,Europe,Spain,2020-07-04,250545,0,296.57142857142856,260951,230648,4544,3972.1428571428573
ESP,Europe,Spain,2020-07-05,250545,0,253.57142857142858,260951,230648,4211,4054.4285714285716
ESP,Europe,Spain,2020-07-06,251789,1244,402.7142857142857,262195,231889,5221,4278.714285714285
ESP,Europe,Spain,2020-07-07,252130,341,408.42857142857144,262536,232226,5311,4505.428571428572
ESP,Europe,Spain,2020-07-08,252513,383,407.7142857142857,262919,232605,5358,4735.428571428572
ESP,Europe,Spain,2020-07-09,253056,543,421.85714285714283,263462,233143,5499,5006.285714285715
ESP,Europe,Spain,2020-07-10,253908,852,480.42857142857144,264314,233993,5938,5154.571428571428
ESP,Europe,Spain,2020-07-11,253908,0,480.42857142857144,264314,233993,5377,5273.571428571428
ESP,Europe,Spain,2020-07-12,253908,0,480.42857142857144,264314,233993,5078,5397.428571428572
ESP,Europe,Spain,2020-07-13,255953,2045,594.8571428571429,266359,236035,6923,5640.571428571428
ESP,Europe,Spain,2020-07-14,256619,666,641.2857142857143,267025,236698,7294,5923.857142857143
ESP,Europe,Spain,2020-07-15,257494,875,711.5714285714286,267900,237569,7786,6270.714285714285
ESP,Europe,Spain,2020-07-16,258855,1361,828.4285714285714,269261,238927,8704,6728.571428571428
ESP,Europe,Spain,2020-07-17,260255,1400,906.7142857142857,270661,240323,9675,7262.428571428572
ESP,Europe,Spain,2020-07-18,260255,0,906.7142857142857,270661,240323,9675,7876.428571428572
ESP,Europe,Spain,2020-07-19,260255,0,906.7142857142857,270661,240323,9675,8533.142857142857
ESP,Europe,Spain,2020-07-20,264836,4581,1269.0,275242,244902,13013,9403.142857142857
ESP,Europe,Spain,2020-07-21,266194,1358,1367.857142857143,276600,246258,14032,10365.714285714286
ESP,Europe,Spain,2020-07-22,267551,1357,1436.7142857142858,277957,247613,15008,11397.42857142857
ESP,Europe,Spain,2020-07-23,270166,2615,1615.857142857143,280572,250225,17082,12594.285714285714
ESP,Europe,Spain,2020-07-24,272421,2255,1738.0,282827,252477,18484,13852.714285714286
ESP,Europe,Spain,2020-07-25,272421,0,1738.0,282827,252477,18484,15111.142857142857
ESP,Europe,Spain,2020-07-26,272421,0,1738.0,282827,252477,18484,16369.57142857143
ESP,Europe,Spain,2020-07-27,278782,6361,1992.2857142857142,289188,258836,22801,17767.85714285714
ESP,Europe,Spain,2020-07-28,280610,1828,2059.4285714285716,291016,260662,23964,19186.714285714286
ESP,Europe,Spain,2020-07-29,282641,2031,2155.714285714286,293047,262688,25119,20631.14285714286
ESP,Europe,Spain,2020-07-30,285430,2789,2180.5714285714284,295836,265475,26548,21983.428571428572
ESP,Europe,Spain,2020-07-31,288522,3092,2300.1428571428573,298928,268565,28242,23377.428571428572
ESP,Europe,Spain,2020-08-01,288522,0,2300.1428571428573,298928,268565,28242,24771.428571428572
ESP,Europe,Spain,2020-08-02,288522,0,2300.1428571428573,298928,268565,28242,26165.428571428572
ESP,Europe,Spain,2020-08-03,297054,8532,2610.285714285714,307460,277070,32168,27503.571428571428
ESP,Europe,Spain,2020-08-04,302814,5760,3172.0,313220,282804,36546,29301.0
ESP,Europe,Spain,2020-08-05,305767,2953,3303.714285714286,316173,285756,38143,31161.571428571428
ESP,Europe,Spain,2020-08-06,309855,4088,3489.285714285714,320261,289843,39618,33028.71428571428
ESP,Europe,Spain,2020-08-07,314362,4507,3691.4285714285716,324768,294347,41870,34975.57142857143
ESP,Europe,Spain,2020-08-08,314362,0,3691.4285714285716,324768,294347,41870,36922.42857142857
ESP,Europe,Spain,2020-08-09,314362,0,3691.4285714285716,324768,294347,41870,38869.28571428572
ESP,Europe,Spain,2020-08-10,322980,8618,3703.714285714286,333386,302892,44056,40567.57142857143
ESP,Europe,Spain,2020-08-11,326612,3632,3399.714285714286,337018,306519,45857,41897.71428571428
ESP,Europe,Spain,2020-08-12,329784,3172,3431.0,340190,309691,47003,43163.42857142857
ESP,Europe,Spain,2020-08-13,337334,7550,3925.5714285714284,347740,317215,51740,44895.142857142855
ESP,Europe,Spain,2020-08-14,342813,5479,4064.4285714285716,353219,322682,54117,46644.71428571428
ESP,Europe,Spain,2020-08-15,342813,0,4064.4285714285716,353219,322682,54117,48394.28571428572
ESP,Europe,Spain,2020-08-16,342813,0,4064.4285714285716,353219,322682,54117,50143.857142857145
ESP,Europe,Spain,2020-08-17,359082,16269,5157.428571428572,369488,338922,61852,52686.142857142855
ESP,Europe,Spain,2020-08-18,364196,5114,5369.142857142857,374602,344012,61208,54879.142857142855
ESP,Europe,Spain,2020-08-19,370867,6671,5869.0,381273,350556,64800,57421.57142857143
ESP,Europe,Spain,2020-08-20,377906,7039,5796.0,388312,357579,67736,59706.71428571428
ESP,Europe,Spain,2020-08-21,386054,8148,6177.285714285715,396460,365702,71355,62169.28571428572
ESP,Europe,Spain,2020-08-22,386054,0,6177.285714285715,396460,365702,71355,64631.857142857145
ESP,Europe,Spain,2020-08-23,386054,0,6177.285714285715,396460,365702,71355,67094.42857142857
