Country/Region,Date,Daily Confirmed,Daily Confirmed Smooth (7 days),Daily Deaths,Daily Deaths Smooth (7 days)
Spain,2021-03-19,0,4089.714285714286,0,93.14285714285714
Spain,2021-03-20,0,4089.714285714286,0,93.14285714285714
Spain,2021-03-21,0,4089.714285714286,0,93.14285714285714
Spain,2021-03-22,16471,4820.142857142857,633,159.85714285714286
Spain,2021-03-23,5516,4899.285714285715,201,168.42857142857142
Spain,2021-03-24,0,4029.0,0,135.85714285714286
Spain,2021-03-25,13419,5058.0,676,215.71428571428572
Spain,2021-03-26,7586,6141.714285714285,590,300.0
Spain,2021-03-27,0,6141.714285714285,0,300.0
Spain,2021-03-28,0,6141.714285714285,0,300.0
Spain,2021-03-29,15501,6003.142857142857,189,236.57142857142858
Spain,2021-03-30,4994,5928.571428571428,106,223.0
Spain,2021-03-31,8534,7147.714285714285,154,245.0
Spain,2021-04-01,7041,6236.571428571428,82,160.14285714285714
Spain,2021-04-02,0,5152.857142857143,0,75.85714285714286
Spain,2021-04-03,9571,6520.142857142857,157,98.28571428571429
Spain,2021-04-04,0,6520.142857142857,0,98.28571428571429
Spain,2021-04-05,10360,5785.714285714285,85,83.42857142857143
Spain,2021-04-06,6623,6018.428571428572,128,86.57142857142857
Spain,2021-04-07,8788,6054.714285714285,126,82.57142857142857
Spain,2021-04-08,9901,6463.285714285715,142,91.14285714285714
Spain,2021-04-09,10875,8016.857142857143,149,112.42857142857143
Spain,2021-04-10,0,6649.571428571428,0,90.0
Spain,2021-04-11,0,6649.571428571428,0,90.0
Spain,2021-04-12,22744,8418.714285714286,197,106.0
Spain,2021-04-13,6292,8371.42857142857,100,102.0
Spain,2021-04-14,10474,8612.285714285714,131,102.71428571428571
Spain,2021-04-15,9663,8578.285714285714,126,100.42857142857143
Spain,2021-04-16,10598,8538.714285714286,99,93.28571428571429
Spain,2021-04-17,0,8538.714285714286,0,93.28571428571429
Spain,2021-04-18,0,8538.714285714286,0,93.28571428571429
Spain,2021-04-19,21071,8299.714285714286,121,82.42857142857143
Spain,2021-04-20,0,7400.857142857143,0,68.14285714285714
Spain,2021-04-21,17718,8435.714285714286,262,86.85714285714286
Spain,2021-04-22,10814,8600.142857142857,132,87.71428571428571
Spain,2021-04-23,11731,8762.0,95,87.14285714285714
Spain,2021-04-24,0,8762.0,0,87.14285714285714
Spain,2021-04-25,0,8762.0,0,87.14285714285714
Spain,2021-04-26,19852,8587.857142857143,147,90.85714285714286
Spain,2021-04-27,7665,9682.857142857143,117,107.57142857142857
Spain,2021-04-28,8665,8389.57142857143,88,82.71428571428571
Spain,2021-04-29,10143,8293.714285714286,137,83.42857142857143
Spain,2021-04-30,9135,7922.857142857143,136,89.28571428571429
Spain,2021-05-01,0,7922.857142857143,0,89.28571428571429
Spain,2021-05-02,0,7922.857142857143,0,89.28571428571429
Spain,2021-05-03,16353,7423.0,77,79.28571428571429
Spain,2021-05-04,4515,6973.0,106,77.71428571428571
Spain,2021-05-05,6317,6637.571428571428,167,89.0
Spain,2021-05-06,7960,6325.714285714285,160,92.28571428571429
Spain,2021-05-07,8186,6190.142857142857,66,82.28571428571429
Spain,2021-05-08,0,6190.142857142857,0,82.28571428571429
Spain,2021-05-09,0,6190.142857142857,0,82.28571428571429
Spain,2021-05-10,13984,5851.714285714285,103,86.0
Spain,2021-05-11,4941,5912.571428571428,205,100.14285714285714
Spain,2021-05-12,6418,5927.0,108,91.71428571428571
Spain,2021-05-13,5701,5604.285714285715,73,79.28571428571429
Spain,2021-05-14,6347,5341.571428571428,58,78.14285714285714
Spain,2021-05-15,0,5341.571428571428,0,78.14285714285714
Spain,2021-05-16,0,5341.571428571428,0,78.14285714285714
Spain,2021-05-17,11061,4924.0,93,76.71428571428571
Spain,2021-05-18,3988,4787.857142857143,70,57.42857142857143
Spain,2021-05-19,6080,4739.571428571428,66,51.42857142857143
Spain,2021-05-20,5733,4744.142857142857,33,45.714285714285715
Spain,2021-05-21,4792,4522.0,19,40.142857142857146
Spain,2021-05-22,0,4522.0,0,40.142857142857146
Spain,2021-05-23,0,4522.0,0,40.142857142857146
Spain,2021-05-24,11067,4522.857142857143,91,39.857142857142854
Spain,2021-05-25,5359,4718.714285714285,90,42.714285714285715
Spain,2021-05-26,5007,4565.428571428572,54,41.0
Spain,2021-05-27,5290,4502.142857142857,33,41.0
Spain,2021-05-28,5482,4600.714285714285,17,40.714285714285715
Spain,2021-05-29,0,4600.714285714285,0,40.714285714285715
Spain,2021-05-30,0,4600.714285714285,0,40.714285714285715
Spain,2021-05-31,9732,4410.0,48,34.57142857142857
Spain,2021-06-01,4388,4271.285714285715,30,26.0
Spain,2021-06-02,4984,4268.0,66,27.714285714285715
Spain,2021-06-03,5250,4262.285714285715,0,23.0
Spain,2021-06-04,4969,4189.0,146,41.42857142857143
Spain,2021-06-05,0,4189.0,1,41.57142857142857
Spain,2021-06-06,0,4189.0,0,41.57142857142857
Spain,2021-06-07,9542,4161.857142857143,40,40.42857142857143
Spain,2021-06-08,3504,4035.5714285714284,73,46.57142857142857
Spain,2021-06-09,4427,3956.0,23,40.42857142857143
Spain,2021-06-10,14004,5206.571428571428,133,59.42857142857143
Spain,2021-06-11,4142,5088.428571428572,36,43.714285714285715
Spain,2021-06-12,0,5088.428571428572,0,43.57142857142857
Spain,2021-06-13,0,5088.428571428572,0,43.57142857142857
Spain,2021-06-14,8167,4892.0,16,40.142857142857146
Spain,2021-06-15,3432,4881.714285714285,62,38.57142857142857
Spain,2021-06-16,3832,4796.714285714285,36,40.42857142857143
Spain,2021-06-17,4197,3395.714285714286,19,24.142857142857142
Spain,2021-06-18,4214,3406.0,18,21.571428571428573
Spain,2021-06-19,0,3406.0,0,21.571428571428573
Spain,2021-06-20,0,3406.0,0,21.571428571428573
Spain,2021-06-21,7209,3269.1428571428573,37,24.571428571428573
Spain,2021-06-22,4040,3356.0,30,20.0
Spain,2021-06-23,4341,3428.714285714286,29,19.0
Spain,2021-06-24,4507,3473.0,18,18.857142857142858
Spain,2021-06-25,4924,3574.4285714285716,13,18.142857142857142
Spain,2021-06-26,0,3574.4285714285716,0,18.142857142857142
Spain,2021-06-27,0,3574.4285714285716,0,18.142857142857142
Spain,2021-06-28,10179,3998.714285714286,10,14.285714285714286
Spain,2021-06-29,7091,4434.571428571428,40,15.714285714285714
Spain,2021-06-30,9227,5132.571428571428,46,18.142857142857142
Spain,2021-07-01,12345,6252.285714285715,8,16.714285714285715
Spain,2021-07-02,12563,7343.571428571428,28,18.857142857142858
Spain,2021-07-03,0,7343.571428571428,0,18.857142857142858
Spain,2021-07-04,0,7343.571428571428,0,18.857142857142858
Spain,2021-07-05,32607,10547.57142857143,23,20.714285714285715
Spain,2021-07-06,14137,11554.142857142857,18,17.571428571428573
Spain,2021-07-07,17384,12719.42857142857,17,13.428571428571429
Spain,2021-07-08,17317,13429.714285714286,28,16.285714285714285
Spain,2021-07-09,21879,14760.57142857143,6,13.142857142857142
Spain,2021-07-10,0,14760.57142857143,0,13.142857142857142
Spain,2021-07-11,0,14760.57142857143,0,13.142857142857142
Spain,2021-07-12,33932,14949.857142857143,17,12.285714285714286
Spain,2021-07-13,43960,19210.285714285714,13,11.571428571428571
Spain,2021-07-14,26390,20496.85714285714,10,10.571428571428571
Spain,2021-07-15,27688,21978.428571428572,41,12.428571428571429
Spain,2021-07-16,31060,23290.0,12,13.285714285714286
Spain,2021-07-17,0,23290.0,0,13.285714285714286
Spain,2021-07-18,0,23290.0,0,13.285714285714286
Spain,2021-07-19,61628,27246.571428571428,23,14.142857142857142
Spain,2021-07-20,27286,24864.571428571428,29,16.428571428571427
Spain,2021-07-21,30587,25464.14285714286,18,17.571428571428573
Spain,2021-07-22,29535,25728.0,28,15.714285714285714
Spain,2021-07-23,31171,25743.85714285714,27,17.857142857142858
Spain,2021-07-24,0,25743.85714285714,0,17.857142857142858
Spain,2021-07-25,0,25743.85714285714,0,17.857142857142858
Spain,2021-07-26,61625,25743.428571428572,47,21.285714285714285
Spain,2021-07-27,26399,25616.714285714286,55,25.0
Spain,2021-07-28,27149,25125.571428571428,73,32.857142857142854
Spain,2021-07-29,26689,24719.0,46,35.42857142857143
Spain,2021-07-30,24753,23802.14285714286,44,37.857142857142854
Spain,2021-07-31,0,23802.14285714286,0,37.857142857142854
Spain,2021-08-01,0,23802.14285714286,0,37.857142857142854
Spain,2021-08-02,55939,22989.85714285714,157,53.57142857142857
Spain,2021-08-03,20327,22122.428571428572,130,64.28571428571429
Spain,2021-08-04,21874,21368.85714285714,71,64.0
Spain,2021-08-05,21387,20611.428571428572,87,69.85714285714286
Spain,2021-08-06,21561,20155.428571428572,75,74.28571428571429
Spain,2021-08-07,0,20155.428571428572,0,74.28571428571429
Spain,2021-08-08,0,20155.428571428572,0,74.28571428571429
Spain,2021-08-09,39638,17826.714285714286,119,68.85714285714286
Spain,2021-08-10,15680,17162.85714285714,102,64.85714285714286
Spain,2021-08-11,17023,16469.85714285714,93,68.0
Spain,2021-08-12,17410,15901.714285714286,87,68.0
Spain,2021-08-13,15657,15058.285714285714,63,66.28571428571429
Spain,2021-08-14,0,15058.285714285714,0,66.28571428571429
Spain,2021-08-15,0,15058.285714285714,0,66.28571428571429
Spain,2021-08-16,25726,13070.857142857143,125,67.14285714285714
Spain,2021-08-17,14336,12878.857142857143,144,73.14285714285714
Spain,2021-08-18,11956,12155.0,144,80.42857142857143
Spain,2021-08-19,12445,11445.714285714286,121,85.28571428571429
Spain,2021-08-20,12450,10987.57142857143,132,95.14285714285714
Spain,2021-08-21,0,10987.57142857143,0,95.14285714285714
Spain,2021-08-22,0,10987.57142857143,0,95.14285714285714
Spain,2021-08-23,23899,10726.57142857143,201,106.0
Spain,2021-08-24,10072,10117.42857142857,190,112.57142857142857
Spain,2021-08-25,10781,9949.57142857143,163,115.28571428571429
Spain,2021-08-26,7115,9188.142857142857,171,122.42857142857143
Spain,2021-08-27,9489,8765.142857142857,139,123.42857142857143
Spain,2021-08-28,0,8765.142857142857,0,123.42857142857143
Spain,2021-08-29,0,8765.142857142857,0,123.42857142857143
Spain,2021-08-30,15489,7563.714285714285,146,115.57142857142857
Spain,2021-08-31,7767,7234.428571428572,194,116.14285714285714
Spain,2021-09-01,6818,6668.285714285715,132,111.71428571428571
Spain,2021-09-02,9561,7017.714285714285,168,111.28571428571429
Spain,2021-09-03,6311,6563.714285714285,155,113.57142857142857
Spain,2021-09-04,0,6563.714285714285,0,113.57142857142857
Spain,2021-09-05,0,6563.714285714285,0,113.57142857142857
Spain,2021-09-06,9357,5687.714285714285,133,111.71428571428571
Spain,2021-09-07,5528,5367.857142857143,138,103.71428571428571
Spain,2021-09-08,5618,5196.428571428572,81,96.42857142857143
Spain,2021-09-09,4763,4511.0,71,82.57142857142857
Spain,2021-09-10,4440,4243.714285714285,72,70.71428571428571
Spain,2021-09-11,0,4243.714285714285,0,70.71428571428571
Spain,2021-09-12,0,4243.714285714285,0,70.71428571428571
Spain,2021-09-13,7804,4021.8571428571427,103,66.42857142857143
Spain,2021-09-14,3261,3698.0,155,68.85714285714286
Spain,2021-09-15,3723,3427.285714285714,90,70.14285714285714
Spain,2021-09-16,4075,3329.0,101,74.42857142857143
Spain,2021-09-17,3222,3155.0,44,70.42857142857143
Spain,2021-09-18,0,3155.0,0,70.42857142857143
Spain,2021-09-19,0,3155.0,0,70.42857142857143
Spain,2021-09-20,5988,2895.5714285714284,118,72.57142857142857
Spain,2021-09-21,2450,2779.714285714286,82,62.142857142857146
Spain,2021-09-22,2840,2653.5714285714284,102,63.857142857142854
Spain,2021-09-23,3031,2504.4285714285716,100,63.714285714285715
Spain,2021-09-24,2746,2436.4285714285716,44,63.714285714285715
Spain,2021-09-25,0,2436.4285714285716,0,63.714285714285715
Spain,2021-09-26,0,2436.4285714285716,0,63.714285714285715
Spain,2021-09-27,5039,2300.8571428571427,69,56.714285714285715
Spain,2021-09-28,2290,2278.0,60,53.57142857142857
Spain,2021-09-29,2761,2266.714285714286,39,44.57142857142857
Spain,2021-09-30,2400,2176.5714285714284,18,32.857142857142854
Spain,2021-10-01,2037,2075.285714285714,48,33.42857142857143
Spain,2021-10-02,0,2075.285714285714,0,33.42857142857143
Spain,2021-10-03,0,2075.285714285714,0,33.42857142857143
Spain,2021-10-04,4271,1965.5714285714287,64,32.714285714285715
Spain,2021-10-05,1801,1895.7142857142858,94,37.57142857142857
Spain,2021-10-06,2303,1830.2857142857142,57,40.142857142857146
Spain,2021-10-07,1807,1745.5714285714287,23,40.857142857142854
Spain,2021-10-08,2309,1784.4285714285713,77,45.0
Spain,2021-10-09,0,1784.4285714285713,0,45.0
Spain,2021-10-10,0,1784.4285714285713,0,45.0
Spain,2021-10-11,3829,1721.2857142857142,49,42.857142857142854
Spain,2021-10-12,0,1464.0,0,29.428571428571427
Spain,2021-10-13,2758,1529.0,42,27.285714285714285
Spain,2021-10-14,1932,1546.857142857143,48,30.857142857142858
Spain,2021-10-15,2248,1538.142857142857,57,28.0
Spain,2021-10-16,0,1538.142857142857,0,28.0
Spain,2021-10-17,0,1538.142857142857,0,28.0
Spain,2021-10-18,4492,1632.857142857143,56,29.0
Spain,2021-10-19,1889,1902.7142857142858,21,32.0
Spain,2021-10-20,2528,1869.857142857143,31,30.428571428571427
Spain,2021-10-21,1881,1862.5714285714287,20,26.428571428571427
Spain,2021-10-22,2556,1906.5714285714287,30,22.571428571428573
Spain,2021-10-23,0,1906.5714285714287,0,22.571428571428573
Spain,2021-10-24,0,1906.5714285714287,0,22.571428571428573
Spain,2021-10-25,4485,1905.5714285714287,54,22.285714285714285
Spain,2021-10-26,1926,1910.857142857143,52,26.714285714285715
Spain,2021-10-27,2532,1911.4285714285713,51,29.571428571428573
Spain,2021-10-28,2212,1958.7142857142858,33,31.428571428571427
Spain,2021-10-29,2261,1916.5714285714287,46,33.714285714285715
Spain,2021-10-30,0,1916.5714285714287,0,33.714285714285715
Spain,2021-10-31,0,1916.5714285714287,0,33.714285714285715
Spain,2021-11-01,0,1275.857142857143,0,26.0
Spain,2021-11-02,5820,1832.142857142857,55,26.428571428571427
Spain,2021-11-03,2287,1797.142857142857,39,24.714285714285715
Spain,2021-11-04,3291,1951.2857142857142,15,22.142857142857142
Spain,2021-11-05,3093,2070.1428571428573,27,19.428571428571427
Spain,2021-11-06,0,2070.1428571428573,0,19.428571428571427
Spain,2021-11-07,0,2070.1428571428573,0,19.428571428571427
Spain,2021-11-08,6417,2986.8571428571427,54,27.142857142857142
Spain,2021-11-09,0,2155.4285714285716,0,19.285714285714285
Spain,2021-11-10,6461,2751.714285714286,59,22.142857142857142
Spain,2021-11-11,4286,2893.8571428571427,30,24.285714285714285
Spain,2021-11-12,4353,3073.8571428571427,26,24.142857142857142
Spain,2021-11-13,0,3073.8571428571427,0,24.142857142857142
Spain,2021-11-14,0,3073.8571428571427,0,24.142857142857142
Spain,2021-11-15,9798,3556.8571428571427,43,22.571428571428573
Spain,2021-11-16,4091,4141.285714285715,29,26.714285714285715
Spain,2021-11-17,6667,4170.714285714285,30,22.571428571428573
Spain,2021-11-18,6315,4460.571428571428,29,22.428571428571427
Spain,2021-11-19,6636,4786.714285714285,6,19.571428571428573
Spain,2021-11-20,0,4786.714285714285,0,19.571428571428573
Spain,2021-11-21,0,4786.714285714285,0,19.571428571428573
Spain,2021-11-22,15875,5654.857142857143,22,16.571428571428573
Spain,2021-11-23,6777,6038.571428571428,34,17.285714285714285
Spain,2021-11-24,8527,6304.285714285715,38,18.428571428571427
Spain,2021-11-25,9258,6724.714285714285,27,18.142857142857142
Spain,2021-11-26,9912,7192.714285714285,24,20.714285714285715
Spain,2021-11-27,0,7192.714285714285,0,20.714285714285715
Spain,2021-11-28,0,7192.714285714285,0,20.714285714285715
Spain,2021-11-29,22911,8197.857142857143,53,25.142857142857142
Spain,2021-11-30,10261,8695.57142857143,44,26.571428571428573
Spain,2021-12-01,10536,8982.57142857143,28,25.142857142857142
Spain,2021-12-02,14500,9731.42857142857,42,27.285714285714285
Spain,2021-12-03,13738,10278.0,37,29.142857142857142
Spain,2021-12-04,0,10278.0,0,29.142857142857142
Spain,2021-12-05,0,10278.0,0,29.142857142857142
Spain,2021-12-06,0,7005.0,0,21.571428571428573
Spain,2021-12-07,43808,11797.42857142857,78,26.428571428571427
Spain,2021-12-08,0,10292.285714285714,0,22.428571428571427
Spain,2021-12-09,26412,11994.0,84,28.428571428571427
Spain,2021-12-10,17095,12473.57142857143,59,31.571428571428573
Spain,2021-12-11,0,12473.57142857143,1,31.714285714285715
Spain,2021-12-12,0,12473.57142857143,0,31.714285714285715
Spain,2021-12-13,49802,19588.14285714286,103,46.42857142857143
Spain,2021-12-14,26136,17063.571428571428,58,43.57142857142857
Spain,2021-12-15,27140,20940.714285714286,77,54.57142857142857
Spain,2021-12-16,28900,21296.14285714286,48,49.42857142857143
Spain,2021-12-17,33359,23619.571428571428,41,46.857142857142854
Spain,2021-12-18,0,23619.571428571428,0,46.714285714285715
Spain,2021-12-19,0,23619.571428571428,0,46.714285714285715
Spain,2021-12-20,79704,27891.285714285714,85,44.142857142857146
Spain,2021-12-21,49823,31275.14285714286,94,49.285714285714285
Spain,2021-12-22,60041,35975.28571428572,50,45.42857142857143
Spain,2021-12-23,72912,42262.71428571428,82,50.285714285714285
Spain,2021-12-24,0,37497.142857142855,0,44.42857142857143
Spain,2021-12-25,0,37497.142857142855,0,44.42857142857143
Spain,2021-12-26,0,37497.142857142855,0,44.42857142857143
Spain,2021-12-27,214619,56770.71428571428,120,49.42857142857143
Spain,2021-12-28,99671,63891.857142857145,114,52.285714285714285
Spain,2021-12-29,100760,69708.85714285714,78,56.285714285714285
Spain,2021-12-30,161688,82391.14285714286,74,55.142857142857146
Spain,2021-12-31,0,82391.14285714286,0,55.142857142857146
Spain,2022-01-01,0,82391.14285714286,0,55.142857142857146
Spain,2022-01-02,0,82391.14285714286,0,55.142857142857146
Spain,2022-01-03,372766,104983.57142857143,168,62.0
Spain,2022-01-04,117775,107569.85714285714,116,62.285714285714285
Spain,2022-01-05,137180,112772.71428571429,148,72.28571428571429
Spain,2022-01-06,0,89674.42857142857,0,61.714285714285715
Spain,2022-01-07,242440,124308.71428571429,97,75.57142857142857
Spain,2022-01-08,0,124308.71428571429,0,75.57142857142857
Spain,2022-01-09,0,124308.71428571429,0,75.57142857142857
Spain,2022-01-10,292394,112827.0,202,80.42857142857143
Spain,2022-01-11,134942,115279.42857142857,247,99.14285714285714
Spain,2022-01-12,179125,121271.57142857143,125,95.85714285714286
Spain,2022-01-13,159161,144008.85714285713,112,111.85714285714286
Spain,2022-01-14,162508,132590.0,139,117.85714285714286
Spain,2022-01-15,0,132590.0,0,117.85714285714286
Spain,2022-01-16,0,132590.0,0,117.85714285714286
Spain,2022-01-17,331467,138171.85714285713,234,122.42857142857143
Spain,2022-01-18,94472,132390.42857142858,284,127.71428571428571
Spain,2022-01-19,157941,129364.14285714286,160,132.71428571428572
Spain,2022-01-20,157447,129119.28571428571,162,139.85714285714286
Spain,2022-01-21,141095,126060.28571428571,142,140.28571428571428
Spain,2022-01-22,0,126060.28571428571,0,140.28571428571428
Spain,2022-01-23,0,126060.28571428571,0,140.28571428571428
Spain,2022-01-24,305432,122341.0,253,143.0
Spain,2022-01-25,114877,125256.0,382,157.0
Spain,2022-01-26,133553,121772.0,215,164.85714285714286
Spain,2022-01-27,130888,117977.85714285714,176,166.85714285714286
Spain,2022-01-28,118922,114810.28571428571,199,175.0
Spain,2022-01-29,0,114810.28571428571,0,175.0
Spain,2022-01-30,0,114810.28571428571,0,175.0
Spain,2022-01-31,182123,97194.71428571429,259,175.85714285714286
Spain,2022-02-01,77873,91908.42857142857,408,179.57142857142858
Spain,2022-02-02,86222,85146.85714285714,224,180.85714285714286
Spain,2022-02-03,74368,77072.57142857143,183,181.85714285714286
Spain,2022-02-04,0,60083.71428571428,0,153.42857142857142
Spain,2022-02-05,0,60083.71428571428,0,153.42857142857142
Spain,2022-02-06,0,60083.71428571428,0,153.42857142857142
Spain,2022-02-07,195755,62031.142857142855,530,192.14285714285714
Spain,2022-02-08,43831,57168.0,361,185.42857142857142
Spain,2022-02-09,62839,53827.57142857143,282,193.71428571428572
Spain,2022-02-10,53055,50782.857142857145,393,223.71428571428572
Spain,2022-02-11,49004,57783.42857142857,389,279.2857142857143
Spain,2022-02-12,0,57783.42857142857,0,279.2857142857143
Spain,2022-02-13,0,57783.42857142857,0,279.2857142857143
Spain,2022-02-14,68706,39633.57142857143,601,289.42857142857144
Spain,2022-02-15,34380,38283.42857142857,310,282.14285714285717
Spain,2022-02-16,37108,34607.57142857143,444,305.2857142857143
Spain,2022-02-17,34213,31915.85714285714,360,300.57142857142856
Spain,2022-02-18,30615,29288.85714285714,288,286.14285714285717
Spain,2022-02-19,0,29288.85714285714,0,286.14285714285717
Spain,2022-02-20,0,29288.85714285714,0,286.14285714285717
Spain,2022-02-21,48778,26442.0,464,266.57142857142856
Spain,2022-02-22,22193,24701.0,173,247.0
Spain,2022-02-23,33912,24244.428571428572,301,226.57142857142858
Spain,2022-02-24,35892,24484.285714285714,226,207.42857142857142
Spain,2022-02-25,27527,24043.14285714286,248,201.71428571428572
Spain,2022-02-26,0,24043.14285714286,0,201.71428571428572
Spain,2022-02-27,0,24043.14285714286,0,201.71428571428572
Spain,2022-02-28,0,17074.85714285714,0,135.42857142857142
Spain,2022-03-01,58561,22270.285714285714,473,178.28571428571428
Spain,2022-03-02,18803,20111.85714285714,154,157.28571428571428
Spain,2022-03-03,23140,18290.14285714286,202,153.85714285714286
Spain,2022-03-04,22400,17557.714285714286,174,143.28571428571428
Spain,2022-03-05,0,17557.714285714286,0,143.28571428571428
Spain,2022-03-06,0,17557.714285714286,0,143.28571428571428
Spain,2022-03-07,35997,22700.14285714286,161,166.28571428571428
Spain,2022-03-08,23149,17641.285714285714,285,139.42857142857142
Spain,2022-03-09,21936,18088.85714285714,133,136.42857142857142
Spain,2022-03-10,22615,18013.85714285714,85,119.71428571428571
Spain,2022-03-11,19849,17649.428571428572,58,103.14285714285714
Spain,2022-03-12,0,17649.428571428572,0,103.14285714285714
Spain,2022-03-13,0,17649.428571428572,0,103.14285714285714
Spain,2022-03-14,0,12507.0,0,80.14285714285714
Spain,2022-03-15,36066,14352.285714285714,281,79.57142857142857
Spain,2022-03-16,0,11218.57142857143,0,60.57142857142857
Spain,2022-03-17,0,7987.857142857143,0,48.42857142857143
Spain,2022-03-18,64597,14380.42857142857,287,81.14285714285714
