country_region_code,country_region,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,average_perc,average_rate
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-09,-13.0,-3.0,46.0,-27.0,-31.0,5.0,-3.8333333333333335,-0.03833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-10,-19.0,-6.0,37.0,-29.0,-30.0,4.0,-7.166666666666667,-0.07166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-11,-27.0,-12.0,44.0,-27.0,-2.0,-1.0,-4.166666666666667,-0.04166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-12,-27.0,-3.0,24.0,-31.0,6.0,-3.0,-5.666666666666667,-0.05666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-13,-10.0,-4.0,58.0,-27.0,-31.0,4.0,-1.6666666666666667,-0.016666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-14,-12.0,-4.0,50.0,-27.0,-32.0,5.0,-3.3333333333333335,-0.03333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-15,-12.0,-3.0,47.0,-28.0,-30.0,4.0,-3.6666666666666665,-0.03666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-16,-13.0,-5.0,46.0,-30.0,-31.0,5.0,-4.666666666666667,-0.04666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-17,-20.0,-6.0,42.0,-31.0,-30.0,4.0,-6.833333333333333,-0.06833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-18,-29.0,-12.0,48.0,-29.0,-1.0,-1.0,-4.0,-0.04
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-19,-28.0,-4.0,31.0,-33.0,7.0,-3.0,-5.0,-0.05
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-20,-12.0,-4.0,58.0,-30.0,-33.0,4.0,-2.8333333333333335,-0.028333333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-21,-14.0,-4.0,54.0,-30.0,-33.0,5.0,-3.6666666666666665,-0.03666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-22,-14.0,-4.0,56.0,-31.0,-30.0,5.0,-3.0,-0.03
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-23,-14.0,-4.0,57.0,-31.0,-31.0,5.0,-3.0,-0.03
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-24,-21.0,-6.0,48.0,-33.0,-30.0,4.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-25,-31.0,-18.0,53.0,-30.0,-3.0,-1.0,-5.0,-0.05
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-26,-28.0,-2.0,34.0,-33.0,9.0,-3.0,-3.8333333333333335,-0.03833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-27,-11.0,-3.0,66.0,-31.0,-34.0,4.0,-1.5,-0.015
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-28,-14.0,-4.0,53.0,-32.0,-33.0,5.0,-4.166666666666667,-0.04166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-29,-13.0,-3.0,59.0,-32.0,-33.0,5.0,-2.8333333333333335,-0.028333333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-30,-14.0,-4.0,54.0,-32.0,-33.0,4.0,-4.166666666666667,-0.04166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-07-31,-21.0,-9.0,44.0,-34.0,-34.0,4.0,-8.333333333333334,-0.08333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-01,-28.0,-10.0,40.0,-31.0,-3.0,-1.0,-5.5,-0.055
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-02,-25.0,1.0,31.0,-33.0,7.0,-2.0,-3.5,-0.035
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-03,-5.0,2.0,74.0,-31.0,-39.0,4.0,0.8333333333333334,0.008333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-04,-9.0,-1.0,78.0,-32.0,-39.0,5.0,0.3333333333333333,0.003333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-05,-9.0,-2.0,83.0,-34.0,-39.0,5.0,0.6666666666666666,0.006666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-06,-11.0,-2.0,80.0,-34.0,-39.0,5.0,-0.16666666666666666,-0.0016666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-07,-20.0,-7.0,59.0,-37.0,-38.0,5.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-08,-28.0,-13.0,57.0,-33.0,-5.0,-1.0,-3.8333333333333335,-0.03833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-09,-24.0,0.0,40.0,-34.0,7.0,-3.0,-2.3333333333333335,-0.023333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-10,-6.0,1.0,86.0,-34.0,-43.0,5.0,1.5,0.015
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-11,-12.0,-4.0,71.0,-37.0,-44.0,6.0,-3.3333333333333335,-0.03333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-12,-9.0,-1.0,74.0,-37.0,-43.0,6.0,-1.6666666666666667,-0.016666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-13,-11.0,-2.0,81.0,-36.0,-43.0,5.0,-1.0,-0.01
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-14,-20.0,0.0,62.0,-38.0,-42.0,5.0,-5.5,-0.055
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-15,-36.0,-40.0,55.0,-36.0,-19.0,1.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-16,-24.0,6.0,38.0,-34.0,7.0,-3.0,-1.6666666666666667,-0.016666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-17,-8.0,5.0,77.0,-35.0,-45.0,5.0,-0.16666666666666666,-0.0016666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-18,-12.0,-1.0,80.0,-36.0,-43.0,6.0,-1.0,-0.01
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-19,-16.0,-6.0,83.0,-39.0,-44.0,6.0,-2.6666666666666665,-0.026666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-20,-16.0,-5.0,78.0,-38.0,-44.0,6.0,-3.1666666666666665,-0.03166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-21,-25.0,-9.0,56.0,-40.0,-43.0,7.0,-9.0,-0.09
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-22,-33.0,-16.0,50.0,-35.0,-7.0,1.0,-6.666666666666667,-0.06666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-23,-28.0,-3.0,32.0,-36.0,7.0,-2.0,-5.0,-0.05
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-24,-13.0,-3.0,72.0,-36.0,-41.0,6.0,-2.5,-0.025
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-25,-16.0,-5.0,71.0,-36.0,-40.0,6.0,-3.3333333333333335,-0.03333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-26,-17.0,-6.0,65.0,-38.0,-39.0,6.0,-4.833333333333333,-0.04833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-27,-17.0,-6.0,60.0,-38.0,-39.0,6.0,-5.666666666666667,-0.05666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-28,-24.0,-8.0,35.0,-40.0,-39.0,7.0,-11.5,-0.115
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-29,-32.0,-13.0,15.0,-38.0,-9.0,3.0,-12.333333333333334,-0.12333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-30,-27.0,-3.0,14.0,-35.0,5.0,-1.0,-7.833333333333333,-0.07833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-08-31,-10.0,-1.0,44.0,-32.0,-36.0,6.0,-4.833333333333333,-0.04833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-01,-14.0,-2.0,39.0,-30.0,-34.0,6.0,-5.833333333333333,-0.05833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-02,-14.0,-3.0,43.0,-31.0,-33.0,6.0,-5.333333333333333,-0.05333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-03,-15.0,-4.0,43.0,-31.0,-33.0,6.0,-5.666666666666667,-0.05666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-04,-20.0,-7.0,35.0,-32.0,-32.0,5.0,-8.5,-0.085
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-05,-27.0,-10.0,31.0,-30.0,-7.0,1.0,-7.0,-0.07
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-06,-25.0,0.0,17.0,-33.0,4.0,-1.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-07,-11.0,-1.0,33.0,-30.0,-36.0,5.0,-6.666666666666667,-0.06666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-08,-16.0,-11.0,35.0,-30.0,-38.0,6.0,-9.0,-0.09
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-09,-15.0,-1.0,29.0,-30.0,-32.0,6.0,-7.166666666666667,-0.07166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-10,-13.0,1.0,36.0,-27.0,-32.0,4.0,-5.166666666666667,-0.051666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-11,-23.0,-14.0,39.0,-33.0,-38.0,6.0,-10.5,-0.105
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-12,-26.0,-9.0,36.0,-28.0,-7.0,0.0,-5.666666666666667,-0.05666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-13,-27.0,-4.0,20.0,-31.0,4.0,-1.0,-6.5,-0.065
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-14,-12.0,-2.0,31.0,-26.0,-29.0,4.0,-5.666666666666667,-0.05666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-15,-16.0,-5.0,29.0,-26.0,-29.0,5.0,-7.0,-0.07
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-16,-18.0,-5.0,25.0,-27.0,-28.0,5.0,-8.0,-0.08
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-17,-19.0,-5.0,13.0,-28.0,-29.0,5.0,-10.5,-0.105
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-18,-25.0,-9.0,0.0,-30.0,-28.0,6.0,-14.333333333333334,-0.14333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-19,-28.0,-9.0,6.0,-31.0,-8.0,3.0,-11.166666666666666,-0.11166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-20,-29.0,-7.0,6.0,-33.0,1.0,2.0,-10.0,-0.1
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-21,-17.0,-6.0,16.0,-27.0,-29.0,5.0,-9.666666666666666,-0.09666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-22,-20.0,-5.0,14.0,-24.0,-28.0,5.0,-9.666666666666666,-0.09666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-23,-23.0,-4.0,9.0,-25.0,-27.0,6.0,-10.666666666666666,-0.10666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-24,-24.0,-6.0,3.0,-29.0,-30.0,7.0,-13.166666666666666,-0.13166666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-25,-26.0,-3.0,-3.0,-27.0,-26.0,6.0,-13.166666666666666,-0.13166666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-26,-30.0,-7.0,0.0,-29.0,-7.0,4.0,-11.5,-0.115
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-27,-33.0,-8.0,-6.0,-33.0,0.0,3.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-28,-20.0,-3.0,8.0,-23.0,-24.0,6.0,-9.333333333333334,-0.09333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-29,-22.0,-3.0,8.0,-22.0,-24.0,6.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-09-30,-22.0,0.0,6.0,-22.0,-24.0,5.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-01,-23.0,2.0,-1.0,-22.0,-22.0,5.0,-10.166666666666666,-0.10166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-02,-29.0,-3.0,-25.0,-24.0,-22.0,6.0,-16.166666666666668,-0.16166666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-03,-28.0,-2.0,-9.0,-25.0,-8.0,5.0,-11.166666666666666,-0.11166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-04,-34.0,-4.0,-18.0,-32.0,-4.0,5.0,-14.5,-0.145
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-05,-20.0,0.0,5.0,-18.0,-23.0,5.0,-8.5,-0.085
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-06,-22.0,0.0,4.0,-18.0,-22.0,5.0,-8.833333333333334,-0.08833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-07,-23.0,-2.0,5.0,-21.0,-21.0,5.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-08,-20.0,2.0,8.0,-20.0,-21.0,4.0,-7.833333333333333,-0.07833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-09,-25.0,-8.0,13.0,-21.0,-27.0,5.0,-10.5,-0.105
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-10,-29.0,-1.0,5.0,-27.0,-9.0,4.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-11,-24.0,6.0,12.0,-31.0,-4.0,3.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-12,-32.0,-48.0,42.0,-46.0,-72.0,14.0,-23.666666666666668,-0.2366666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-13,-24.0,7.0,-2.0,-19.0,-22.0,5.0,-9.166666666666666,-0.09166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-14,-26.0,1.0,-8.0,-22.0,-20.0,7.0,-11.333333333333334,-0.11333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-15,-25.0,0.0,-5.0,-21.0,-20.0,6.0,-10.833333333333334,-0.10833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-16,-29.0,1.0,-1.0,-21.0,-19.0,6.0,-10.5,-0.105
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-17,-34.0,-5.0,1.0,-24.0,-10.0,6.0,-11.0,-0.11
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-18,-38.0,-6.0,-2.0,-30.0,-6.0,5.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-19,-28.0,-4.0,0.0,-21.0,-20.0,6.0,-11.166666666666666,-0.11166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-20,-33.0,-7.0,-19.0,-25.0,-21.0,8.0,-16.166666666666668,-0.16166666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-21,-31.0,-2.0,-11.0,-24.0,-19.0,8.0,-13.166666666666666,-0.13166666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-22,-32.0,-3.0,-19.0,-24.0,-20.0,8.0,-15.0,-0.15
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-23,-30.0,3.0,-6.0,-21.0,-19.0,7.0,-11.0,-0.11
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-24,-36.0,-4.0,-6.0,-26.0,-12.0,6.0,-13.0,-0.13
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-25,-42.0,-4.0,-25.0,-37.0,-11.0,6.0,-18.833333333333332,-0.18833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-26,-28.0,-2.0,-11.0,-23.0,-20.0,7.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-27,-30.0,-1.0,-10.0,-22.0,-20.0,7.0,-12.666666666666666,-0.12666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-28,-31.0,0.0,-6.0,-24.0,-19.0,8.0,-12.0,-0.12
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-29,-29.0,3.0,-3.0,-23.0,-20.0,7.0,-10.833333333333334,-0.10833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-30,-34.0,3.0,-6.0,-26.0,-21.0,9.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-10-31,-40.0,-2.0,-6.0,-32.0,-14.0,9.0,-14.166666666666666,-0.14166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-01,-40.0,-4.0,-8.0,-37.0,-15.0,8.0,-16.0,-0.16
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-02,-35.0,-21.0,8.0,-38.0,-46.0,13.0,-19.833333333333332,-0.19833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-03,-33.0,1.0,-17.0,-26.0,-21.0,8.0,-14.666666666666666,-0.14666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-04,-36.0,-2.0,-26.0,-30.0,-21.0,10.0,-17.5,-0.175
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-05,-36.0,-3.0,-25.0,-30.0,-22.0,10.0,-17.666666666666668,-0.17666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-06,-38.0,-1.0,-23.0,-30.0,-21.0,10.0,-17.166666666666668,-0.1716666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-07,-47.0,-7.0,-30.0,-39.0,-20.0,12.0,-21.833333333333332,-0.21833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-08,-48.0,-8.0,-16.0,-37.0,-20.0,9.0,-20.0,-0.2
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-09,-32.0,-5.0,-5.0,-32.0,-27.0,9.0,-15.333333333333334,-0.15333333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-10,-37.0,-3.0,-6.0,-26.0,-22.0,9.0,-14.166666666666666,-0.14166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-11,-38.0,-3.0,-8.0,-27.0,-21.0,9.0,-14.666666666666666,-0.14666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-12,-38.0,-2.0,-7.0,-27.0,-22.0,9.0,-14.5,-0.145
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-13,-40.0,0.0,-10.0,-28.0,-22.0,10.0,-15.0,-0.15
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-14,-48.0,-7.0,-23.0,-37.0,-21.0,11.0,-20.833333333333332,-0.20833333333333331
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-15,-51.0,-11.0,-19.0,-40.0,-22.0,10.0,-22.166666666666668,-0.22166666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-16,-36.0,-7.0,-5.0,-27.0,-21.0,8.0,-14.666666666666666,-0.14666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-17,-37.0,-5.0,-3.0,-26.0,-21.0,8.0,-14.0,-0.14
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-18,-38.0,-3.0,-5.0,-27.0,-20.0,9.0,-14.0,-0.14
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-19,-37.0,-2.0,-11.0,-27.0,-21.0,9.0,-14.833333333333334,-0.14833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-20,-40.0,0.0,-13.0,-27.0,-20.0,10.0,-15.0,-0.15
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-21,-44.0,-5.0,-12.0,-32.0,-19.0,10.0,-17.0,-0.17
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-22,-48.0,-7.0,-13.0,-36.0,-21.0,9.0,-19.333333333333332,-0.19333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-23,-32.0,-6.0,-9.0,-27.0,-20.0,8.0,-14.333333333333334,-0.14333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-24,-33.0,-4.0,-12.0,-26.0,-19.0,8.0,-14.333333333333334,-0.14333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-25,-34.0,-2.0,-21.0,-28.0,-19.0,9.0,-15.833333333333334,-0.15833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-26,-35.0,-2.0,-27.0,-29.0,-20.0,9.0,-17.333333333333332,-0.1733333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-27,-36.0,-1.0,-29.0,-30.0,-20.0,10.0,-17.666666666666668,-0.17666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-28,-39.0,-2.0,-25.0,-32.0,-17.0,10.0,-17.5,-0.175
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-29,-39.0,7.0,-23.0,-34.0,-16.0,9.0,-16.0,-0.16
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-11-30,-28.0,-2.0,-8.0,-24.0,-19.0,7.0,-12.333333333333334,-0.12333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-01,-30.0,0.0,-11.0,-23.0,-18.0,7.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-02,-30.0,2.0,-15.0,-25.0,-17.0,8.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-03,-29.0,3.0,-15.0,-24.0,-19.0,8.0,-12.666666666666666,-0.12666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-04,-34.0,2.0,-30.0,-28.0,-20.0,10.0,-16.666666666666668,-0.16666666666666669
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-05,-39.0,0.0,-30.0,-33.0,-16.0,9.0,-18.166666666666668,-0.18166666666666667
