country_region_code,country_region,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,average_perc,average_rate
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-06,-38.0,9.0,-29.0,-38.0,-18.0,9.0,-17.5,-0.175
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-07,-23.0,-3.0,-9.0,-41.0,-61.0,16.0,-20.166666666666668,-0.2016666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-08,-46.0,-52.0,-17.0,-53.0,-75.0,22.0,-36.833333333333336,-0.36833333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-09,-28.0,11.0,-21.0,-26.0,-18.0,7.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-10,-29.0,4.0,-23.0,-26.0,-19.0,8.0,-14.166666666666666,-0.14166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-11,-33.0,1.0,-26.0,-28.0,-18.0,10.0,-15.666666666666666,-0.15666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-12,-34.0,-1.0,-15.0,-27.0,-12.0,8.0,-13.5,-0.135
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-13,-32.0,14.0,-15.0,-31.0,-11.0,7.0,-11.333333333333334,-0.11333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-14,-23.0,-2.0,-15.0,-24.0,-18.0,6.0,-12.666666666666666,-0.12666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-15,-23.0,1.0,-10.0,-22.0,-18.0,6.0,-11.0,-0.11
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-16,-25.0,1.0,-17.0,-24.0,-17.0,7.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-17,-23.0,5.0,-11.0,-22.0,-17.0,7.0,-10.166666666666666,-0.10166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-18,-27.0,1.0,-17.0,-24.0,-18.0,8.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-19,-32.0,-1.0,-24.0,-25.0,-12.0,8.0,-14.333333333333334,-0.14333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-20,-25.0,29.0,-15.0,-26.0,-9.0,6.0,-6.666666666666667,-0.06666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-21,-13.0,12.0,-1.0,-20.0,-22.0,6.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-22,-14.0,17.0,1.0,-20.0,-26.0,6.0,-6.0,-0.06
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-23,-11.0,35.0,-3.0,-23.0,-35.0,8.0,-4.833333333333333,-0.04833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-24,-25.0,18.0,-14.0,-41.0,-54.0,12.0,-17.333333333333332,-0.1733333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-25,-73.0,-79.0,-29.0,-67.0,-82.0,24.0,-51.0,-0.51
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-26,-42.0,-21.0,-15.0,-35.0,-26.0,9.0,-21.666666666666668,-0.21666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-27,-32.0,17.0,-22.0,-35.0,-14.0,7.0,-13.166666666666666,-0.13166666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-28,-16.0,7.0,-12.0,-34.0,-44.0,12.0,-14.5,-0.145
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-29,-17.0,13.0,-7.0,-32.0,-44.0,11.0,-12.666666666666666,-0.12666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-30,-14.0,32.0,-4.0,-31.0,-42.0,10.0,-8.166666666666666,-0.08166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2020-12-31,-28.0,17.0,-15.0,-44.0,-55.0,13.0,-18.666666666666668,-0.18666666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-01,-75,-82.0,-37,-70.0,-83,26.0,-53.5,-0.535
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-02,-36,-7.0,-22,-34.0,-21,10.0,-18.333333333333332,-0.18333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-03,-29,20.0,-24,-34.0,-11,7.0,-11.833333333333334,-0.11833333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-04,-9,16.0,-7,-30.0,-40,10.0,-10.0,-0.1
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-05,-9,29.0,-3,-29.0,-42,10.0,-7.333333333333333,-0.07333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-06,-56,-70.0,-22,-57.0,-76,21.0,-43.333333333333336,-0.43333333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-07,-35,1.0,-32,-39.0,-37,14.0,-21.333333333333332,-0.21333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-08,-45,-7.0,-39,-41.0,-36,17.0,-25.166666666666668,-0.2516666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-09,-58,-22.0,-44,-50.0,-32,17.0,-31.5,-0.315
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-10,-58,-21.0,-46,-50.0,-28,13.0,-31.666666666666668,-0.31666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-11,-36,-1.0,-25,-35.0,-31,13.0,-19.166666666666668,-0.19166666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-12,-40,-5.0,-26,-35.0,-30,12.0,-20.666666666666668,-0.20666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-13,-42,-5.0,-26,-35.0,-28,11.0,-20.833333333333332,-0.20833333333333331
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-14,-43,-7.0,-30,-36.0,-30,11.0,-22.5,-0.225
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-15,-46,-7.0,-31,-37.0,-30,12.0,-23.166666666666668,-0.2316666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-16,-52,-12.0,-28,-39.0,-25,11.0,-24.166666666666668,-0.24166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-17,-55,-18.0,-31,-45.0,-27,10.0,-27.666666666666668,-0.27666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-18,-40,-10.0,-21,-34.0,-28,9.0,-20.666666666666668,-0.20666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-19,-43,-10.0,-24,-35.0,-29,10.0,-21.833333333333332,-0.21833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-20,-47,-15.0,-37,-38.0,-29,12.0,-25.666666666666668,-0.25666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-21,-47,-9.0,-31,-36.0,-27,11.0,-23.166666666666668,-0.2316666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-22,-52,-11.0,-40,-40.0,-29,14.0,-26.333333333333332,-0.2633333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-23,-58,-14.0,-43,-46.0,-28,14.0,-29.166666666666668,-0.2916666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-24,-59,-18.0,-34,-47.0,-30,12.0,-29.333333333333332,-0.29333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-25,-45,-11.0,-30,-36.0,-27,10.0,-23.166666666666668,-0.2316666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-26,-46,-9.0,-23,-34.0,-27,10.0,-21.5,-0.215
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-27,-47,-9.0,-17,-35.0,-26,11.0,-20.5,-0.205
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-28,-46,-7.0,-14,-34.0,-26,10.0,-19.5,-0.195
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-29,-49,-5.0,-17,-35.0,-27,12.0,-20.166666666666668,-0.2016666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-30,-58,-11.0,-35,-46.0,-28,14.0,-27.333333333333332,-0.2733333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-01-31,-60,-15.0,-35,-48.0,-30,12.0,-29.333333333333332,-0.29333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-01,-43,-7.0,-16,-34.0,-25,9.0,-19.333333333333332,-0.19333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-02,-45,-8.0,-15,-35.0,-26,10.0,-19.833333333333332,-0.19833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-03,-46,-5.0,-16,-35.0,-25,10.0,-19.5,-0.195
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-04,-46,-4.0,-21,-35.0,-25,10.0,-20.166666666666668,-0.2016666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-05,-50,-3.0,-27,-36.0,-25,12.0,-21.5,-0.215
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-06,-58,-9.0,-36,-45.0,-28,13.0,-27.166666666666668,-0.27166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-07,-58,-15.0,-32,-46.0,-30,11.0,-28.333333333333332,-0.2833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-08,-44,-8.0,-26,-35.0,-25,9.0,-21.5,-0.215
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-09,-46,-8.0,-31,-35.0,-25,10.0,-22.5,-0.225
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-10,-44,-3.0,-19,-34.0,-23,10.0,-18.833333333333332,-0.18833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-11,-43,-3.0,-15,-32.0,-23,9.0,-17.833333333333332,-0.17833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-12,-46,0.0,-18,-33.0,-23,11.0,-18.166666666666668,-0.18166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-13,-48,-3.0,-9,-35.0,-23,10.0,-18.0,-0.18
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-14,-46,-5.0,-13,-38.0,-23,8.0,-19.5,-0.195
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-15,-38,-6.0,-5,-32.0,-29,9.0,-16.833333333333332,-0.16833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-16,-42,-8.0,-5,-31.0,-28,9.0,-17.5,-0.175
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-17,-41,-2.0,-5,-29.0,-23,9.0,-15.166666666666666,-0.15166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-18,-40,-1.0,-9,-29.0,-22,8.0,-15.5,-0.155
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-19,-42,1.0,-6,-30.0,-23,10.0,-15.0,-0.15
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-20,-48,-6.0,-7,-33.0,-22,9.0,-17.833333333333332,-0.17833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-21,-55,-14.0,-38,-45.0,-26,10.0,-28.0,-0.28
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-22,-38,-5.0,-13,-32.0,-23,8.0,-17.166666666666668,-0.1716666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-23,-38,-2.0,-2,-27.0,-21,7.0,-13.833333333333334,-0.13833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-24,-38,-1.0,-3,-28.0,-20,8.0,-13.666666666666666,-0.13666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-25,-37,2.0,-10,-27.0,-21,8.0,-14.166666666666666,-0.14166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-26,-38,5.0,-7,-27.0,-21,8.0,-13.333333333333334,-0.13333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-27,-42,0.0,1,-29.0,-18,7.0,-13.5,-0.135
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-02-28,-43,0.0,-8,-33.0,-19,6.0,-16.166666666666668,-0.16166666666666668
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-01,-35,-9.0,-8,-30.0,-29,8.0,-17.166666666666668,-0.1716666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-02,-34,2.0,-8,-26.0,-20,7.0,-13.166666666666666,-0.13166666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-03,-33,4.0,-3,-25.0,-19,7.0,-11.5,-0.115
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-04,-33,4.0,-5,-25.0,-19,7.0,-11.833333333333334,-0.11833333333333335
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-05,-35,4.0,-9,-25.0,-19,8.0,-12.666666666666666,-0.12666666666666665
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-06,-39,-1.0,-8,-28.0,-17,7.0,-14.333333333333334,-0.14333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-07,-45,-7.0,-27,-37.0,-18,7.0,-21.166666666666668,-0.21166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-08,-31,-3.0,-15,-28.0,-21,7.0,-15.166666666666666,-0.15166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-09,-32,1.0,-6,-25.0,-19,6.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-10,-31,2.0,2,-24.0,-18,6.0,-10.5,-0.105
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-11,-31,3.0,-1,-24.0,-18,6.0,-10.833333333333334,-0.10833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-12,-33,5.0,-2,-24.0,-17,7.0,-10.666666666666666,-0.10666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-13,-36,-2.0,8,-25.0,-15,5.0,-10.833333333333334,-0.10833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-14,-36,1.0,1,-30.0,-15,4.0,-12.5,-0.125
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-15,-28,0.0,6,-24.0,-17,5.0,-9.666666666666666,-0.09666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-16,-29,1.0,4,-23.0,-18,5.0,-10.0,-0.1
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-17,-29,4.0,4,-24.0,-17,6.0,-9.333333333333334,-0.09333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-18,-27,13.0,-8,-24.0,-19,6.0,-9.833333333333334,-0.09833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-19,-38,-20.0,-15,-40.0,-42,14.0,-23.5,-0.235
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-20,-36,1.0,-8,-29.0,-17,7.0,-13.666666666666666,-0.13666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-21,-36,1.0,1,-29.0,-14,4.0,-12.166666666666666,-0.12166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-22,-28,2.0,5,-24.0,-17,5.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-23,-29,2.0,10,-22.0,-17,5.0,-8.5,-0.085
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-24,-28,4.0,10,-23.0,-17,5.0,-8.166666666666666,-0.08166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-25,-26,8.0,10,-20.0,-17,5.0,-6.666666666666667,-0.06666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-26,-30,6.0,4,-23.0,-20,6.0,-9.5,-0.095
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-27,-33,1.0,11,-23.0,-13,4.0,-8.833333333333334,-0.08833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-28,-31,5.0,18,-24.0,-11,2.0,-6.833333333333333,-0.06833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-29,-21,5.0,29,-26.0,-31,6.0,-6.333333333333333,-0.06333333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-30,-21,10.0,29,-24.0,-31,6.0,-5.166666666666667,-0.051666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-03-31,-14,27.0,37,-22.0,-32,4.0,0.0,0.0
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-01,-24,1.0,51,-37.0,-62,11.0,-10.0,-0.1
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-02,-47,-53.0,42,-50.0,-75,19.0,-27.333333333333332,-0.2733333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-03,-33,9.0,21,-28.0,-21,4.0,-8.0,-0.08
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-04,-30,13.0,20,-24.0,-12,1.0,-5.333333333333333,-0.05333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-05,-28,-13.0,45,-32.0,-47,9.0,-11.0,-0.11
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-06,-25,13.0,9,-22.0,-22,5.0,-7.0,-0.07
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-07,-27,10.0,5,-24.0,-21,6.0,-8.5,-0.085
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-08,-26,8.0,7,-22.0,-20,6.0,-7.833333333333333,-0.07833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-09,-32,3.0,-10,-26.0,-20,8.0,-12.833333333333334,-0.12833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-10,-36,1.0,-17,-30.0,-14,7.0,-14.833333333333334,-0.14833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-11,-37,2.0,-18,-34.0,-14,6.0,-15.833333333333334,-0.15833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-12,-26,0.0,11,-23.0,-20,5.0,-8.833333333333334,-0.08833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-13,-29,4.0,-1,-22.0,-16,5.0,-9.833333333333334,-0.09833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-14,-29,5.0,0,-22.0,-16,6.0,-9.333333333333334,-0.09333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-15,-30,3.0,-7,-23.0,-17,7.0,-11.166666666666666,-0.11166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-16,-31,6.0,-2,-23.0,-15,6.0,-9.833333333333334,-0.09833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-17,-33,1.0,4,-25.0,-12,5.0,-10.0,-0.1
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-18,-33,6.0,8,-26.0,-11,4.0,-8.666666666666666,-0.08666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-19,-26,2.0,8,-21.0,-15,5.0,-7.833333333333333,-0.07833333333333332
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-20,-28,4.0,1,-21.0,-15,6.0,-8.833333333333334,-0.08833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-21,-29,4.0,-4,-24.0,-17,6.0,-10.666666666666666,-0.10666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-22,-28,6.0,-3,-22.0,-15,6.0,-9.333333333333334,-0.09333333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-23,-28,3.0,13,-18.0,-19,6.0,-7.166666666666667,-0.07166666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-24,-33,2.0,-1,-24.0,-13,5.0,-10.666666666666666,-0.10666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-25,-39,0.0,-23,-35.0,-14,6.0,-17.5,-0.175
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-26,-26,2.0,-7,-23.0,-16,6.0,-10.666666666666666,-0.10666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-27,-28,4.0,-6,-22.0,-15,6.0,-10.166666666666666,-0.10166666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-28,-26,6.0,-1,-22.0,-15,6.0,-8.666666666666666,-0.08666666666666666
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-29,-24,10.0,-3,-21.0,-15,5.0,-8.0,-0.08
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-04-30,-22,25.0,1,-19.0,-16,4.0,-4.5,-0.045
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-01,-44,-52.0,9,-29.0,-34,7.0,-23.833333333333332,-0.2383333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-02,-13,54.0,4,-19.0,-3,0.0,3.8333333333333335,0.03833333333333334
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-03,-19,10.0,16,-26.0,-28,6.0,-6.833333333333333,-0.06833333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-04,-21,12.0,17,-17.0,-17,4.0,-3.6666666666666665,-0.03666666666666667
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-05,-22,11.0,13,-18.0,-14,4.0,-4.333333333333333,-0.04333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-06,-21,10.0,14,-17.0,-14,4.0,-4.0,-0.04
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-07,-23,10.0,18,-16.0,-13,4.0,-3.3333333333333335,-0.03333333333333333
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-08,-27,1.0,27,-16.0,-10,1.0,-4.0,-0.04
ES,Spain,ChIJi7xhMnjjQgwR7KNoB5Qs7KY,2021-05-09,-32,6.0,-15,-28.0,-12,3.0,-13.0,-0.13
